Price_Billion,Price_Per_m2,Area_m2,District,Ward,Bedrooms,Is_MatTien,Width_m,Floors,Is Hem,Post Time,Toilets,Post_Time
3.59,108.79,33,Quận 12,Đông Hưng Thuận,2,0,3.3,2,1,20/06/2024,2,6/20/2024
4.37,59.05,74,Quận 12,Tân Thới Nhất,1,0,4,1,1,29/02/2024,1,2/29/2024
11,110,100,Tân Phú,Tây Thạnh,4,1,11,3,0,21/10/2024,4,10/21/2024
5.82,72.75,80,Quận 12,Đông Hưng Thuận,3,0,4,2,1,1/10/2024,3,10/1/2024
2.95,92.19,32,Quận 12,Đông Hưng Thuận,2,1,3,2,0,26/10/2024,1,10/26/2024
4.2,91.3,46,Bình Tân,Bình Trị Đông,2,0,3.7,2,1,18/07/2024,2,7/18/2024
4.66,83.21,56,Tân Phú,Tây Thạnh,3,1,4.5,2,0,18/11/2024,3,11/18/2024
2.38,103.48,23,Tân Phú,Tây Thạnh,1,0,5,2,1,26/06/2024,1,6/26/2024
2.2,104.76,21,Tân Phú,Tây Thạnh,1,0,3,2,1,19/01/2024,1,1/19/2024
4.32,108,40,Tân Phú,Tây Thạnh,4,0,4,2.5,1,23/10/2024,2,10/23/2024
4.76,99.17,48,Quận 12,Đông Hưng Thuận,2,0,4,4,1,4/8/2024,2,8/4/2024
2.55,110.87,23,Tân Phú,Tây Thạnh,1,0,3.1,2,1,28/06/2024,1,6/28/2024
2.7,103.85,26,Tân Phú,Tây Thạnh,1,0,3.2,2,1,6/9/2024,2,9/6/2024
5.34,86.13,62,Quận 12,Đông Hưng Thuận,2,0,4,2,1,25/04/2024,3,4/25/2024
4.8,47.52,101,Quận 12,Tân Chánh Hiệp,3,0,4,1,1,15/08/2024,1,8/15/2024
3.4,54.84,62,Quận 12,Đông Hưng Thuận,1,0,4.8,1,1,1/12/2024,1,12/1/2024
4.18,53.59,78,Quận 12,Tân Hưng Thuận,3,0,4,2,1,27/08/2024,2,8/27/2024
5.044,57.98,87,Quận 12,Đông Hưng Thuận,6,1,8.7,2,0,2/12/2024,6,12/2/2024
5.82,52.91,110,Quận 12,Tân Hưng Thuận,5,0,7,2.5,1,19/03/2024,3,3/19/2024
4.66,53.56,87,Quận 12,Tân Hưng Thuận,3,0,4.9,3.5,1,19/03/2024,3,3/19/2024
3.2,80,40,Quận 12,Đông Hưng Thuận,4,0,3.5,2,1,4/2/2024,2,2/4/2024
5.82,88.18,66,Quận 12,Tân Thới Nhất,3,0,4,2,1,21/06/2024,2,6/21/2024
6.5,108.33,60,Tân Phú,Tân Quý,4,0,4,3,1,2/11/2024,3,11/2/2024
13.5,270,50,Quận 1,Đa Kao,4,1,3.5,3.5,0,23/02/2024,5,2/23/2024
5.9,295,20,Quận 10,2,2,1,4.2,4,0,15/09/2024,3,9/15/2024
7.8,152.94,51,Quận 3,12,6,0,4,4,1,23/09/2024,6,9/23/2024
3.5,134.62,26,Gò Vấp,1,3,0,3.05,3,1,21/03/2024,3,3/21/2024
5.8,58,100,Quận 12,Hiệp Thành,1,1,4,1,0,6/12/2024,1,12/6/2024
8.9,139.06,64,Quận 10,2,5,1,5,4,0,29/10/2024,6,10/29/2024
5.9,295,20,Quận 10,2,2,0,4.2,4,1,7/1/2024,2,1/7/2024
22,191.3,115,Tân Bình,2,16,0,7,6,1,2/8/2024,17,8/2/2024
3.95,82.29,48,Bình Tân,Bình Trị Đông,2,0,4,2,1,23/05/2024,2,5/23/2024
4.9,108.89,45,Tân Phú,Hiệp Tân,3,0,4,2.5,1,9/5/2024,3,5/9/2024
8,125,64,Quận 10,2,5,1,5.4,4,0,3/1/2024,6,1/3/2024
14,269.23,52,Quận 8,1,4,0,5.2,3.5,1,20/03/2024,5,3/20/2024
8.49,54.77,155,Quận 12,Thới An,4,0,10,3.5,1,10/7/2024,4,7/10/2024
6.2,140.91,44,Quận 10,2,2,0,4.1,2,1,26/10/2024,2,10/26/2024
1.45,14.5,100,Bình Chánh,Bình Chánh,3,1,4,2,0,24/06/2024,2,6/24/2024
1.2,14.12,85,Bình Chánh,Bình Chánh,3,1,5,2,0,19/04/2024,3,4/19/2024
4.08,92.73,44,Quận 12,Tân Chánh Hiệp,4,0,4,3,1,4/4/2024,3,4/4/2024
4.95,49.5,100,Quận 12,Tân Thới Nhất,1,1,5.25,1,0,11/7/2024,1,7/11/2024
5.15,60.59,85,Quận 12,Tân Thới Nhất,9,1,4,3.5,0,26/01/2024,9,1/26/2024
28,229.51,122,Phú Nhuận,11,4,0,4.5,3,1,3/9/2024,4,9/3/2024
15.7,227.54,69,Phú Nhuận,11,4,1,6,5,0,20/11/2024,4,11/20/2024
3.5,72.92,48,Quận 12,Tân Thới Nhất,2,0,3,2,1,15/10/2024,3,10/15/2024
5.8,42.96,135,Quận 12,Tân Thới Nhất,6,0,10,3,1,27/05/2024,5,5/27/2024
16,222.22,72,Quận 8,6,7,1,4.5,5,0,18/06/2024,9,6/18/2024
35.9,193.01,186,Tân Bình,8,3,1,5,3.5,0,20/12/2024,4,12/20/2024
25.9,221.37,117,Tân Bình,2,10,1,5.5,3,0,26/07/2024,11,7/26/2024
15.8,322.45,49,Quận 10,2,5,1,3.7,4.5,0,25/07/2024,6,7/25/2024
3.55,39.01,91,Quận 12,Tân Chánh Hiệp,2,1,5.02,2,0,18/08/2024,2,8/18/2024
25.5,369.57,69,Quận 10,2,6,1,4.1,5,0,8/12/2024,5,12/8/2024
3.65,58.87,62,Quận 12,Tân Chánh Hiệp,3,1,4.5,2,0,23/02/2024,2,2/23/2024
5.4,87.1,62,Tân Phú,Hiệp Tân,1,0,3.8,2,1,29/06/2024,1,6/29/2024
6.49,76.35,85,Quận 12,Hiệp Thành,4,0,5,3,1,29/01/2024,4,1/29/2024
6,214.29,28,Quận 10,2,3,0,6,4,1,26/03/2024,4,3/26/2024
17.15,186.41,92,Tân Bình,4,5,1,3.6,4,0,2/3/2024,6,3/2/2024
15,227.27,66,Quận 10,2,15,0,6,6,1,18/01/2024,15,1/18/2024
25,98.43,254,Bình Chánh,Bình Chánh,7,1,8,1,0,3/9/2024,7,9/3/2024
21.9,146,150,Tân Phú,Tân Quý,1,1,6,1,0,25/05/2024,1,5/25/2024
12,16.44,730,Hóc Môn,Hóc Môn,2,1,14,1,0,5/2/2024,2,2/5/2024
3.8,97.44,39,Tân Phú,Phú Trung,2,0,4,2,1,11/12/2024,2,12/11/2024
4.05,106.58,38,Gò Vấp,10,2,0,3.5,2,1,23/02/2024,2,2/23/2024
3.83,58.92,65,Quận 12,Tân Thới Nhất,3,0,5.97,2,1,19/04/2024,3,4/19/2024
3.5,39.33,89,Quận 12,Tân Chánh Hiệp,4,0,5,3.5,1,22/04/2024,2,4/22/2024
13,154.76,84,Tân Bình,11,1,0,4.8,5,1,3/6/2024,1,6/3/2024
5.95,88.81,67,Quận 4,9,3,0,4.5,3,1,18/02/2024,4,2/18/2024
5.55,222,25,Bình Thạnh,2,3,0,3.2,5,1,22/10/2024,4,10/22/2024
14,170.73,82,Quận 11,5,3,1,4,3.5,0,10/10/2024,4,10/10/2024
5.9,30.26,195,Thủ Đức,Trường Thọ,4,0,7,2,1,23/09/2024,3,9/23/2024
6.8,7.26,936,Hóc Môn,Thị trấn Hóc Môn,2,1,26,1,0,22/06/2024,2,6/22/2024
4.6,92,50,Quận 9,Tăng Nhơn Phú B,3,0,6,2,1,23/12/2024,3,12/23/2024
8.9,202.27,44,Quận 10,2,4,0,10,4,1,24/12/2024,4,12/24/2024
14.5,64.73,224,Hóc Môn,Đông Thạnh,2,1,8,1,0,20/10/2024,2,10/20/2024
14,59.83,234,Quận 12,Đông Hưng Thuận,2,1,6,1,0,14/09/2024,2,9/14/2024
3.35,108.06,31,Quận 6,4,4,0,3.2,3.5,1,17/07/2024,3,7/17/2024
22,211.54,104,Quận 10,2,5,1,5.5,3.5,0,10/1/2024,5,1/10/2024
6.3,126,50,Tân Bình,15,5,1,3.3,4.5,0,4/5/2024,4,5/4/2024
4.3,122.86,35,Quận 4,9,2,0,5,3.5,1,11/10/2024,3,10/11/2024
78.9,563.57,140,Thủ Đức,Trường Thọ,4,0,7.9,1,1,21/05/2024,3,5/21/2024
10,200,50,Tân Bình,13,4,1,4,3.5,0,20/05/2024,4,5/20/2024
32.4,291.89,111,Quận 7,Phú Mỹ,11,0,6,4.5,1,25/07/2024,11,7/25/2024
6.8,55.28,123,Quận 7,Tân Phú,4,0,7.3,3,1,18/03/2024,4,3/18/2024
4.7,85.45,55,Quận 9,Phước Long A,4,0,4.5,3.5,1,15/04/2024,4,4/15/2024
6.6,82.5,80,Quận 7,Phú Thuận,5,0,4,4,1,18/08/2024,6,8/18/2024
6,134.68,44.55,Quận 1,Tân Định,4,0,3.3,3,1,20/01/2024,4,1/20/2024
150,750,200,Quận 5,12,5,1,10,8,0,26/10/2024,5,10/26/2024
5.3,96.36,55,Quận 9,Phước Long A,3,0,5,1,1,28/04/2024,3,4/28/2024
18.5,88.1,210,Quận 10,2,8,1,14,4,0,5/2/2024,8,2/5/2024
6.3,61.76,102,Bình Tân,An Lạc,3,0,4,2.5,1,2/11/2024,3,11/2/2024
39,185.71,210,Phú Nhuận,3,4,1,10,4,0,15/01/2024,4,1/15/2024
3.6,61.02,59,Thủ Đức,Linh Tây,5,0,3.5,1.5,1,20/07/2024,4,7/20/2024
8,102.56,78,Thủ Đức,Linh Chiểu,2,1,7,1,0,1/1/2024,1,1/1/2024
3.65,56.15,65,Gò Vấp,1,2,1,3.6,1.5,0,30/05/2024,1,5/30/2024
3.98,79.6,50,Gò Vấp,1,2,0,3.9,2,1,16/03/2024,2,3/16/2024
5.75,147.44,39,Quận 11,14,4,0,4,3,1,19/06/2024,3,6/19/2024
2.5,59.52,42,Nhà Bè,Phước Kiển,2,0,3,2,1,29/05/2024,2,5/29/2024
3.16,81.03,39,Bình Tân,Bình Trị Đông A,2,1,3.7,2,0,12/4/2024,2,4/12/2024
12.5,378.79,33,Quận 5,9,3,1,4,4,0,23/10/2024,3,10/23/2024
7.5,89.29,84,Thủ Đức,Linh Chiểu,7,0,7,5,1,9/5/2024,5,5/9/2024
28,333.33,84,Quận 3,6,4,1,4,4,0,13/05/2024,4,5/13/2024
21,105,200,Bình Thạnh,6,4,1,8,4,0,23/12/2024,4,12/23/2024
6.8,53.97,126,Hóc Môn,Hóc Môn,2,1,4.2,1,0,31/03/2024,2,3/31/2024
6.43,200.94,32,Quận 4,4,5,1,3.5,5,0,31/07/2024,6,7/31/2024
4.8,48,100,Bình Tân,Bình Trị Đông A,3,1,5,2,0,1/10/2024,2,10/1/2024
4.6,45.1,102,Thủ Đức,Hiệp Bình Chánh,4,0,5.1,1,1,27/11/2024,3,11/27/2024
3.9,86.67,45,Thủ Đức,Hiệp Bình Chánh,2,1,5,1,0,27/04/2024,1,4/27/2024
5.2,81.25,64,Quận 7,Phú Mỹ,4,0,4,2,1,9/5/2024,3,5/9/2024
4.9,84.48,58,Quận 7,Phú Mỹ,4,0,4,5,1,26/10/2024,5,10/26/2024
7.6,76,100,Quận 9,Phước Long A,5,0,5,3.5,1,16/04/2024,5,4/16/2024
6.85,190.28,36,Phú Nhuận,9,3,0,4,4,1,26/07/2024,4,7/26/2024
26.5,588.89,45,Quận 9,Phước Long B,3,0,3,2,1,31/10/2024,2,10/31/2024
7.3,73,100,Nhà Bè,Nhà Bè,2,1,5,2,0,9/2/2024,2,2/9/2024
5.2,162.5,32,Quận 10,2,4,1,3.3,4,0,2/11/2024,3,11/2/2024
17.8,193.48,92,Bình Thạnh,26,18,0,4.1,3.5,1,27/12/2024,19,12/27/2024
16,266.67,60,Quận 1,Nguyễn Cư Trinh,4,0,4.5,3.5,1,5/7/2024,6,7/5/2024
4.75,79.17,60,Gò Vấp,12,3,0,4,3,1,18/04/2024,2,4/18/2024
5.19,69.2,75,Hóc Môn,Hóc Môn,4,0,5,2.5,1,16/01/2024,4,1/16/2024
3.05,138.64,22,Quận 4,13,2,0,3.5,3.5,1,7/9/2024,3,9/7/2024
18.5,544.12,34,Quận 5,9,4,1,3.4,2,0,2/11/2024,4,11/2/2024
7.8,97.5,80,Nhà Bè,Phước Kiển,4,0,5,4,1,7/12/2024,4,12/7/2024
13,25.49,510,Quận 12,Hiệp Thành,2,1,17,1,0,1/9/2024,2,9/1/2024
16,130.08,123,Quận 3,11,3,0,16,3,1,9/7/2024,3,7/9/2024
14.5,193.33,75,Gò Vấp,10,5,1,20,7,0,31/03/2024,5,3/31/2024
13.9,72.4,192,Quận 12,Thạnh Xuân,2,1,8,1,0,12/5/2024,2,5/12/2024
17,70.83,240,Quận 12,Tân Thới Hiệp,2,0,12,2.5,1,12/1/2024,2,1/12/2024
7.6,95,80,Nhà Bè,Nhà Bè,4,0,5,4,1,8/3/2024,4,3/8/2024
39,142.34,274,Hóc Môn,Thới Tam Thôn,1,1,12,1.5,0,16/09/2024,1,9/16/2024
8.7,147.46,59,Quận 9,Hiệp Phú,4,1,4,4,0,13/10/2024,5,10/13/2024
4.65,56.02,83,Nhà Bè,Nhà Bè,3,0,5,2,1,23/05/2024,2,5/23/2024
34,147.83,230,Quận 3,8,4,0,10,3.5,1,15/06/2024,4,6/15/2024
58,290,200,Quận 10,2,12,1,12,4,0,3/1/2024,14,1/3/2024
30,375,80,Quận 3,6,4,1,5,4,0,21/01/2024,4,1/21/2024
7.7,113.24,68,Tân Phú,Tân Thành,4,0,8,4.5,1,20/08/2024,5,8/20/2024
6.9,101.47,68,Quận 12,Đông Hưng Thuận,3,1,4,3,0,11/7/2024,3,7/11/2024
4.9,81.67,60,Thủ Đức,Tam Bình,2,0,4,2,1,26/01/2024,2,1/26/2024
9.9,60.74,163,Quận 12,Tân Chánh Hiệp,1,1,5,1,0,2/8/2024,1,8/2/2024
0.8,14.81,54,Hóc Môn,Trung Chánh,2,0,4.4,2,1,9/11/2024,2,11/9/2024
17.4,290,60,Tân Phú,Tân Sơn Nhì,1,1,4,4,0,28/08/2024,1,8/28/2024
0.68,6.18,110,Hóc Môn,Hóc Môn,2,1,5,1,0,16/10/2024,2,10/16/2024
0.85,2.26,376,Củ Chi,Tân Thông Hội,2,0,10,1,1,23/09/2024,1,9/23/2024
0.76,10.56,72,Hóc Môn,Bà Điểm,2,0,4,1,1,2/7/2024,1,7/2/2024
5,47.17,106,Thủ Đức,Bình Chiểu,3,0,5,2,1,11/4/2024,2,4/11/2024
5.5,137.5,40,Bình Tân,Bình Hưng Hòa,5,0,4.02,3.5,1,2/3/2024,3,3/2/2024
5.27,72.19,73,Quận 6,6,3,1,6,2,0,10/4/2024,2,4/10/2024
6.5,95.59,68,Tân Bình,13,2,0,5,2,1,8/5/2024,2,5/8/2024
6.5,95.59,68,Tân Bình,13,2,0,5,2,1,8/6/2024,2,6/8/2024
36.7,193.16,190,Tân Bình,13,24,1,6,4,0,16/08/2024,25,8/16/2024
6.5,95.59,68,Tân Bình,13,2,0,5,2,1,20/02/2024,2,2/20/2024
69,224.03,308,Quận 10,2,10,1,11,3,0,11/12/2024,12,12/11/2024
3.95,112.86,35,Quận 3,8,2,0,5,2,1,25/07/2024,2,7/25/2024
43.5,126.09,345,Tân Bình,10,25,1,20,5,0,5/6/2024,25,6/5/2024
28.5,438.46,65,Quận 10,2,6,1,4.2,5,0,15/04/2024,5,4/15/2024
3.25,58.04,56,Quận 12,Tân Chánh Hiệp,1,0,4,1,1,11/4/2024,1,4/11/2024
225,467.78,481,Phú Nhuận,13,8,1,17.2,3,0,15/01/2024,6,1/15/2024
8.8,160,55,Phú Nhuận,11,4,0,4.5,4,1,13/12/2024,5,12/13/2024
1.4,26.92,52,Quận 8,1,4,0,5.2,3.5,1,27/06/2024,5,6/27/2024
5.5,59.14,93,Bình Tân,Bình Trị Đông B,2,1,5,1,0,11/4/2024,2,4/11/2024
4.2,140,30,Quận 4,9,2,0,5,4,1,25/03/2024,3,3/25/2024
10.5,175,60,Bình Thạnh,25,4,0,4,3,1,3/8/2024,4,8/3/2024
28,222.22,126,Bình Thạnh,25,4,0,6,7,1,18/11/2024,4,11/18/2024
5.5,122.22,45,Quận 6,10,5,0,5,3,1,26/04/2024,3,4/26/2024
30,375,80,Quận 3,6,4,1,5,4,0,23/07/2024,4,7/23/2024
10.5,175,60,Bình Thạnh,25,4,0,4,3,1,20/07/2024,4,7/20/2024
6.9,54.33,127,Quận 12,Tân Chánh Hiệp,3,1,6.3,2,0,23/06/2024,2,6/23/2024
8.89,85.48,104,Quận 12,Tân Chánh Hiệp,4,1,4,3.5,0,7/9/2024,4,9/7/2024
97,606.25,160,Quận 5,12,12,1,8,9,0,19/02/2024,12,2/19/2024
10.5,175,60,Bình Thạnh,25,4,0,4,3,1,26/04/2024,4,4/26/2024
8.95,67.8,132,Quận 2,Thủ Thiêm,4,0,8,2,1,6/3/2024,4,3/6/2024
3.3,91.67,36,Gò Vấp,8,2,1,3,3,0,15/12/2024,1,12/15/2024
4.6,74.19,62,Thủ Đức,Linh Đông,2,0,7,1.5,1,4/12/2024,1,12/4/2024
26.5,588.89,45,Quận 9,Phước Long B,3,0,3,2,1,2/7/2024,2,7/2/2024
18.9,258.9,73,Quận 3,3,13,0,5.5,4,1,29/04/2024,13,4/29/2024
18.9,258.9,73,Quận 3,3,13,0,5.5,4,1,6/2/2024,13,2/6/2024
8.4,84,100,Nhà Bè,Nhà Bè,4,0,5,4,1,9/3/2024,5,3/9/2024
6.35,138.04,46,Quận 11,3,1,0,3.4,3.5,1,26/10/2024,1,10/26/2024
21,210,100,Tân Phú,Phú Thọ Hòa,1,1,5.5,6,0,20/03/2024,1,3/20/2024
16,164.95,97,Gò Vấp,15,4,1,11,1,0,19/11/2024,3,11/19/2024
5.5,75.34,73,Quận 12,Tân Chánh Hiệp,4,0,4.3,4.5,1,16/01/2024,5,1/16/2024
46,119.48,385,Tân Phú,Tân Thành,2,1,16.4,1,0,4/2/2024,2,2/4/2024
5.1,85,60,Bình Tân,An Lạc,2,0,4,2,1,4/8/2024,2,8/4/2024
8,111.11,72,Thủ Đức,Hiệp Bình Chánh,4,0,5.7,3,1,9/7/2024,4,7/9/2024
4,71.43,56,Tân Phú,Tân Quý,2,0,4,2,1,27/09/2024,2,9/27/2024
8.9,39.21,227,Nhà Bè,Nhơn Đức,2,0,8,1,1,10/4/2024,2,4/10/2024
11.3,176.56,64,Tân Bình,5,2,0,40,2,1,12/7/2024,2,7/12/2024
4.3,58.9,73,Bình Tân,Bình Trị Đông,3,0,4,2,1,2/3/2024,2,3/2/2024
9.2,95.83,96,Tân Phú,Tân Thành,1,1,4,1,0,5/10/2024,1,10/5/2024
3.18,51.29,62,Quận 12,Tân Chánh Hiệp,1,0,4,1,1,3/11/2024,1,11/3/2024
20,40.65,492,Hóc Môn,Xuân Thới Thượng,1,1,8,1,0,4/12/2024,1,12/4/2024
39,195,200,Tân Phú,Tây Thạnh,1,1,10,2,0,10/11/2024,1,11/10/2024
7.2,112.5,64,Quận 2,Bình Trưng Tây,4,0,4,6,1,19/03/2024,4,3/19/2024
7.9,119.7,66,Quận 2,Bình Trưng Tây,5,1,4.5,4.5,0,27/04/2024,4,4/27/2024
6.95,91.45,76,Quận 2,Bình Trưng Đông,3,1,8.64,1,0,31/10/2024,2,10/31/2024
7.2,100,72,Quận 12,Hiệp Thành,4,1,4,4.5,0,15/02/2024,4,2/15/2024
4.5,88.24,51,Tân Bình,10,2,0,4,2,1,18/11/2024,4,11/18/2024
18,156.52,115,Quận 9,Phước Long B,5,1,5,3.5,0,25/08/2024,5,8/25/2024
9.999,181.8,55,Quận 10,2,3,0,12,2,1,16/08/2024,2,8/16/2024
9.8,217.78,45,Quận 3,4,8,0,3.4,6,1,16/02/2024,8,2/16/2024
4.2,113.51,37,Tân Bình,10,2,0,3.5,2,1,22/02/2024,2,2/22/2024
38,42.22,900,Quận 12,An Phú Đông,1,1,18,1,0,31/03/2024,1,3/31/2024
7,87.5,80,Tân Phú,Tân Sơn Nhì,3,0,4,1,1,8/8/2024,3,8/8/2024
5.999,74.99,80,Nhà Bè,Nhà Bè,4,0,6,3,1,18/01/2024,4,1/18/2024
9.9,123.75,80,Tân Phú,Tân Thành,4,1,4,4.5,0,13/02/2024,5,2/13/2024
42,300,140,Tân Bình,6,8,1,6.1,5,0,2/8/2024,8,8/2/2024
7.7,96.25,80,Nhà Bè,Phước Kiển,4,0,5,4,1,14/03/2024,3,3/14/2024
7.8,121.88,64,Quận 10,2,2,0,40,2,1,15/03/2024,3,3/15/2024
19.4,149.23,130,Quận 6,9,4,0,5,4,1,29/05/2024,4,5/29/2024
6,166.67,36,Quận 3,12,3,0,4.2,4,1,23/12/2024,4,12/23/2024
20,181.82,110,Quận 9,Phước Long B,5,1,5,4,0,12/4/2024,5,4/12/2024
20,181.82,110,Quận 9,Phước Long B,5,1,5,4,0,23/09/2024,5,9/23/2024
6.5,122.64,53,Tân Phú,Phú Thọ Hòa,4,0,4.3,3,1,20/10/2024,3,10/20/2024
12.3,186.36,66,Tân Bình,14,6,0,4,5,1,18/11/2024,6,11/18/2024
10.5,194.44,54,Phú Nhuận,13,4,0,4.5,3,1,28/01/2024,3,1/28/2024
4.3,84.31,51,Tân Bình,10,10,0,5,3,1,16/06/2024,4,6/16/2024
5,63.29,79,Tân Bình,11,2,0,4,1.5,1,31/01/2024,4,1/31/2024
6.6,169.23,39,Quận 7,Bình Thuận,2,1,3.5,1,0,31/03/2024,1,3/31/2024
170,1752.58,97,Quận 1,Bến Thành,5,1,5.5,7,0,5/2/2024,5,2/5/2024
7.4,7.89,938,Quận 8,4,2,1,4.5,1,0,15/12/2024,2,12/15/2024
30,375,80,Quận 3,6,4,1,5,4,0,25/08/2024,4,8/25/2024
33,244.44,135,Quận 10,2,4,1,7.5,6,0,15/05/2024,4,5/15/2024
16.8,140,120,Phú Nhuận,10,4,0,6,7,1,20/12/2024,4,12/20/2024
19.5,250,78,Quận 1,Tân Định,5,1,5.2,7,0,9/11/2024,5,11/9/2024
3.45,172.5,20,Bình Thạnh,24,3,0,20,2,1,20/02/2024,4,2/20/2024
4.75,91.35,52,Quận 12,Tân Chánh Hiệp,4,0,8,3.5,1,28/08/2024,4,8/28/2024
11.9,138.37,86,Bình Thạnh,7,3,0,4,2,1,18/11/2024,2,11/18/2024
5.25,201.92,26,Phú Nhuận,1,3,0,4,4,1,25/05/2024,3,5/25/2024
6.2,91.18,68,Tân Phú,Tây Thạnh,2,0,4.5,2,1,12/6/2024,2,6/12/2024
7.6,126.67,60,Quận 7,Tân Quy,3,1,4,2,0,28/11/2024,2,11/28/2024
39,390,100,Quận 3,12,1,1,4.4,3,0,30/01/2024,1,1/30/2024
39,390,100,Quận 1,Tân Định,1,1,6,6,0,8/10/2024,1,10/8/2024
39,390,100,Phú Nhuận,11,1,0,5,2,1,17/10/2024,1,10/17/2024
17.9,298.33,60,Phú Nhuận,13,4,1,4,7,0,23/09/2024,4,9/23/2024
28,222.22,126,Bình Thạnh,25,4,0,6,7,1,6/12/2024,4,12/6/2024
25,166.67,150,Tân Bình,1,4,1,5,7,0,9/11/2024,4,11/9/2024
4.499,86.52,52,Bình Tân,Bình Hưng Hòa,3,0,4.5,3,1,23/04/2024,3,4/23/2024
7.1,112.7,63,Thủ Đức,Tam Phú,4,1,4,1,0,1/3/2024,4,3/1/2024
50,367.65,136,Quận 1,Bến Nghé,5,1,8,5,0,24/11/2024,5,11/24/2024
132,1023.26,129,Quận 1,Bến Thành,45,1,8,8,0,12/12/2024,48,12/12/2024
17,106.25,160,Bình Chánh,Bình Chánh,9,0,8,3.5,1,30/09/2024,10,9/30/2024
6.5,116.07,56,Bình Tân,An Lạc,7,1,4,3.5,0,19/02/2024,4,2/19/2024
9.5,96.94,98,Gò Vấp,1,3,0,4,4,1,31/01/2024,3,1/31/2024
6.7,63.21,106,Quận 8,15,3,1,4.3,3,0,1/1/2024,4,1/1/2024
5.5,91.67,60,Quận 8,16,2,0,4,2,1,31/10/2024,3,10/31/2024
5,104.17,48,Bình Tân,Bình Hưng Hòa A,5,1,4,4.5,0,27/07/2024,5,7/27/2024
20.5,80.08,256,Quận 12,Thới An,2,1,8,1,0,10/10/2024,2,10/10/2024
13,130,100,Tân Phú,Tân Quý,21,1,6,4,0,11/6/2024,12,6/11/2024
17,85,200,Hóc Môn,Đông Thạnh,2,1,8,1,0,26/11/2024,2,11/26/2024
2.35,111.9,21,Gò Vấp,3,2,0,3.5,2,1,15/07/2024,1,7/15/2024
2.35,111.9,21,Gò Vấp,3,2,0,3.5,2,1,30/09/2024,1,9/30/2024
24,188.98,127,Gò Vấp,5,30,0,5,4.5,1,28/07/2024,30,7/28/2024
6.85,214.06,32,Phú Nhuận,9,3,1,4,4.5,0,7/8/2024,4,8/7/2024
14.9,47.3,315,Quận 8,1,3,1,3.5,4,0,22/08/2024,4,8/22/2024
18,300,60,Phú Nhuận,7,4,1,4,4,0,3/1/2024,7,1/3/2024
7,116.67,60,Tân Bình,4,4,1,4,2,0,17/09/2024,4,9/17/2024
8.7,207.14,42,Quận 10,2,3,0,4.2,1,1,24/07/2024,3,7/24/2024
18.4,278.79,66,Phú Nhuận,13,4,1,3.9,4,0,30/09/2024,5,9/30/2024
8.2,85.42,96,Thủ Đức,Hiệp Bình Chánh,3,0,9,2,1,28/12/2024,2,12/28/2024
25,108.7,230,Quận 12,Hiệp Thành,3,1,13,4.5,0,4/4/2024,5,4/4/2024
3.6,10.71,336,Quận 12,Hiệp Thành,1,1,12,1,0,27/04/2024,1,4/27/2024
17.5,100,175,Quận 12,Hiệp Thành,2,1,7,1,0,19/08/2024,2,8/19/2024
5.1,80.95,63,Tân Bình,11,5,0,4,1,1,28/09/2024,4,9/28/2024
5.9,93.65,63,Tân Bình,11,3,1,4.15,3,0,2/11/2024,4,11/2/2024
16,164.95,97,Gò Vấp,15,3,1,11,1,0,5/6/2024,2,6/5/2024
12.3,166.22,74,Quận 6,13,5,1,4,3,0,14/06/2024,4,6/14/2024
6,51.72,116,Thủ Đức,Hiệp Bình Chánh,2,0,13,1.5,1,14/08/2024,2,8/14/2024
4.85,44.09,110,Thủ Đức,Linh Chiểu,2,0,6,1,1,13/03/2024,1,3/13/2024
11.8,98.33,120,Quận 12,Đông Hưng Thuận,2,1,5,1,0,28/05/2024,2,5/28/2024
28,152.17,184,Quận 2,Thạnh Mỹ Lợi,5,0,8,4.5,1,12/7/2024,5,7/12/2024
50,250,200,Quận 10,2,5,1,10,8,0,30/09/2024,5,9/30/2024
4.2,100,42,Quận 10,2,2,0,4,2,1,25/12/2024,2,12/25/2024
4,102.56,39,Tân Bình,9,2,0,4.2,2,1,23/06/2024,2,6/23/2024
3.2,118.52,27,Tân Bình,3,2,0,3,3,1,26/09/2024,2,9/26/2024
5,121.95,41,Quận 10,2,2,0,3.2,2,1,10/9/2024,1,9/10/2024
5.2,34.9,149,Bình Thạnh,28,4,0,6,1.5,1,15/02/2024,1,2/15/2024
115,701.22,164,Quận 1,Bến Thành,8,1,8.2,4,0,30/06/2024,8,6/30/2024
18.5,272.06,68,Quận 2,Thảo Điền,6,1,4.25,4,0,21/04/2024,5,4/21/2024
57,410.07,139,Quận 1,Tân Định,6,0,9.5,2,1,18/11/2024,5,11/18/2024
30,375,80,Quận 3,6,4,1,5,4,0,5/8/2024,4,8/5/2024
5.7,79.17,72,Quận 4,2,3,0,3,3.5,1,12/1/2024,3,1/12/2024
5.8,145,40,Tân Bình,4,3,1,3.1,2,0,13/07/2024,2,7/13/2024
31,258.33,120,Quận 5,1,5,1,6,7,0,29/01/2024,5,1/29/2024
6.5,50,130,Thủ Đức,Linh Xuân,6,0,6.5,1,1,31/08/2024,6,8/31/2024
4.75,79.17,60,Thủ Đức,Trường Thọ,3,1,3.5,1,0,25/10/2024,2,10/25/2024
