Price_Billion,Area_m2,District,Ward,Floors,Bedrooms,Toilets,Post_Time
5.3,50,Quận Phú Nhuận,Phường 5,1,0,0,31/12/2025
6.1,46,Quận Bình Thạnh,Phường 5,2,0,0,31/12/2025
3.99,32,Quận Gò Vấp,Phường 10,4,3,0,31/12/2025
3.55,30,Quận Gò Vấp,Phường 5,2,2,2,31/12/2025
5.6,50,Quận Gò Vấp,Phường 3,2,0,0,31/12/2025
19.35,100,Quận Bình Thạnh,Phường 11,5,0,0,31/12/2025
6,40,Quận Bình Thạnh,Phường 7,2,0,0,31/12/2025
7.7,56,Quận Bình Thạnh,Phường 6,3,5,0,31/12/2025
20.5,130,Quận Bình Thạnh,Phường 6,1,3,0,31/12/2025
11,76,Quận Bình Thạnh,Phường 13,5,0,0,31/12/2025
120,192,Quận 1,Phường Nguyễn Thái Bình,3,0,0,31/12/2025
5.1,45,Quận Bình Thạnh,Phường 11,3,3,3,31/12/2025
6,94,Quận Bình Thạnh,Phường 5,6,0,3,31/12/2025
5.95,35,Quận Phú Nhuận,Phường 4,7,0,0,31/12/2025
12.55,420,Quận Bình Thạnh,Phường 11,3,0,0,31/12/2025
11.3,70,Quận 3,Phường 12,4,4,0,31/12/2025
69,198,Quận 1,Phường Nguyễn Thái Bình,1,0,0,31/12/2025
12.5,84,Quận Tân Phú,Phường Tân Sơn Nhì,4,0,0,31/12/2025
12,76,Quận Phú Nhuận,Phường 14,4,5,4,31/12/2025
5.95,35,Quận Phú Nhuận,Phường 4,4,0,0,31/12/2025
5.2,38,Quận Gò Vấp,Phường 4,3,2,0,31/12/2025
2.21,1.3,Huyện Hóc Môn,Thị trấn Hóc Môn,3,0,0,31/12/2025
2.21,1.3,Huyện Hóc Môn,Thị trấn Hóc Môn,4,0,0,31/12/2025
7.6,66,Quận Phú Nhuận,Phường 5,3,2,0,31/12/2025
7.6,66,Quận Phú Nhuận,Phường 5,3,2,3,31/12/2025
12.5,84,Quận Tân Phú,Phường Tân Sơn Nhì,3,5,5,31/12/2025
4.95,89,Quận Phú Nhuận,Phường 5,2,0,0,31/12/2025
3.95,32,Quận Gò Vấp,Phường 3,5,0,0,31/12/2025
22,110,Quận Bình Thạnh,Phường 13,3,0,0,31/12/2025
19,87,Quận Tân Bình,Phường 14,3,12,12,31/12/2025
25,120,Quận Bình Thạnh,Phường 14,2,7,0,31/12/2025
33,200,Quận Phú Nhuận,Phường 5,3,5,6,31/12/2025
7.75,68,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
8.85,71,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
6.73,73,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
10.7,63,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
9.55,60,Quận Tân Phú,Phường Tân Thành,1,1,0,31/12/2025
6.5,86,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
5.1,63,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
5.1,63,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
6.95,83,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
11,93,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
5.87,75,Quận Tân Bình,Phường 15,4,3,0,31/12/2025
5.7,60,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
9.4,76,Quận Tân Phú,Phường Tân Quý,1,5,0,31/12/2025
8.69,87,Quận Tân Phú,Phường Tân Thành,1,0,0,31/12/2025
8.65,60,Quận Tân Phú,Phường Tân Sơn Nhì,2,0,0,31/12/2025
9.47,60,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
8.6,65,Quận Tân Bình,Phường 15,5,0,0,31/12/2025
7.15,80,Quận Tân Phú,Phường Tân Thành,4,0,0,31/12/2025
8.45,60,Quận Tân Phú,Phường Tân Sơn Nhì,3,0,0,31/12/2025
9.5,77,Quận Tân Phú,Phường Tân Thành,2,0,0,31/12/2025
6.77,69,Quận Tân Phú,Phường Tân Thành,4,0,0,31/12/2025
8.87,79,Quận Tân Bình,Phường 14,2,0,0,31/12/2025
6.7,57,Quận Tân Bình,Phường 15,3,5,0,31/12/2025
13.5,60,Quận Tân Bình,Phường 14,1,0,0,31/12/2025
6.29,65,Quận Tân Phú,Phường Tân Quý,3,0,0,31/12/2025
7.5,67,Quận Tân Bình,Phường 15,4,4,5,31/12/2025
10.5,60,Quận Tân Phú,Phường Tân Sơn Nhì,1,0,0,31/12/2025
11.7,99,Quận Tân Bình,Phường 14,5,0,0,31/12/2025
6.77,74,Quận Tân Phú,Phường Tân Thành,3,0,0,31/12/2025
8.79,76,Quận Tân Phú,Phường Tân Thành,4,5,0,31/12/2025
6.75,68,Quận Tân Phú,Phường Tân Thành,3,0,0,31/12/2025
7.4,65,Quận Tân Bình,Phường 15,7,0,0,31/12/2025
8.77,75,Quận Tân Phú,Phường Tân Thành,3,0,0,31/12/2025
11.79,96,Quận Tân Bình,Phường 14,3,6,0,31/12/2025
11.7,95,Quận Tân Bình,Phường 14,1,6,0,31/12/2025
8.9,85,Quận Tân Bình,Phường 14,3,4,0,31/12/2025
8.1,75,Quận Tân Bình,Phường 15,5,0,0,31/12/2025
8.65,85,Quận Tân Phú,Phường Tân Thành,3,0,0,31/12/2025
12.9,83,Quận Tân Bình,Phường 14,2,0,0,31/12/2025
6.25,80,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
6.9,57,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
5.27,65,Quận Tân Bình,Phường 15,4,0,0,31/12/2025
8.9,104,Quận Tân Bình,Phường 15,4,0,0,31/12/2025
12.95,70,Quận Tân Bình,Phường 14,3,0,0,31/12/2025
8.75,63,Quận Tân Bình,Phường 15,4,5,5,31/12/2025
5.8,40,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
6.95,68,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
8.2,57,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
7.5,57,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
11.95,70,Quận Tân Bình,Phường 15,4,0,0,31/12/2025
5.65,64,Quận Tân Bình,Phường 15,4,0,0,31/12/2025
6.9,56,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
11.9,100,Quận Tân Bình,Phường 14,5,0,0,31/12/2025
10.5,87,Quận Tân Bình,Phường 15,5,0,0,31/12/2025
3.95,75,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
6.95,75,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
6.45,44,Quận Bình Thạnh,Phường 11,4,3,2,31/12/2025
9.35,57,Quận Tân Phú,Phường Phú Trung,2,5,0,31/12/2025
7.5,63,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
16,70,Quận Tân Bình,Phường 14,2,0,0,31/12/2025
5.55,75,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
6.99,80,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
7.4,57,Quận Tân Bình,Phường 15,6,4,5,31/12/2025
13.5,72,Quận Tân Bình,Phường 12,3,5,4,31/12/2025
8.8,73,Quận Tân Bình,Phường 14,1,0,0,31/12/2025
5.87,40,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
6.7,63,Quận Tân Bình,Phường 15,2,6,0,31/12/2025
7.45,90,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
5.85,40,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
7.5,54,Quận Tân Bình,Phường 15,5,0,0,31/12/2025
5.95,56,Quận Tân Bình,Phường 15,4,0,0,31/12/2025
11.5,99,Quận Tân Bình,Phường 14,3,0,0,31/12/2025
7.5,65,Quận Tân Bình,Phường 15,4,0,0,31/12/2025
6.45,80,Quận Tân Bình,Phường 15,4,0,0,31/12/2025
6.5,84,Quận Tân Bình,Phường 15,4,0,0,31/12/2025
13.6,55,Quận Tân Bình,Phường 14,3,0,0,31/12/2025
13.9,60,Quận Tân Bình,Phường 14,4,0,0,31/12/2025
6.65,60,Quận Tân Bình,Phường 15,4,0,0,31/12/2025
12.7,81,Quận Tân Bình,Phường 14,1,0,0,31/12/2025
9.6,64,Quận Tân Phú,Phường Tân Sơn Nhì,3,0,0,31/12/2025
6.75,71,Quận Tân Phú,Phường Tân Thành,1,0,0,31/12/2025
12.89,79,Quận Tân Bình,Phường 14,1,0,0,31/12/2025
4.6,90,Quận Gò Vấp,Phường 1,2,0,0,31/12/2025
6.19,60,Quận Tân Bình,Phường 15,5,0,0,31/12/2025
7.49,73,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
10.3,64,Quận Tân Phú,Phường Tân Sơn Nhì,3,0,0,31/12/2025
9.15,70,Quận Tân Bình,Phường 14,3,3,3,31/12/2025
7.45,88,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
7.55,68,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
7.5,67,Quận Tân Bình,Phường 15,4,0,0,31/12/2025
5.25,65,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
5.35,67,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
5.65,56,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
7.45,64,Quận Tân Bình,Phường 15,2,4,5,31/12/2025
11.8,80,Quận Tân Bình,Phường 15,4,0,0,31/12/2025
8.6,83,Quận Tân Phú,Phường Tân Thành,1,0,0,31/12/2025
9.39,70,Quận Tân Phú,Phường Tân Quý,1,5,0,31/12/2025
7.5,70,Quận Tân Phú,Phường Tân Sơn Nhì,1,0,0,31/12/2025
8.67,85,Quận Tân Phú,Phường Tân Quý,4,0,0,31/12/2025
4.6,40,Quận Tân Bình,Phường 15,6,0,0,31/12/2025
9.55,68,Quận Tân Bình,Phường 14,5,4,4,31/12/2025
8.67,87,Quận Tân Phú,Phường Tân Thành,5,0,0,31/12/2025
8.45,60,Quận Tân Bình,Phường 15,1,4,5,31/12/2025
6.5,80,Quận Tân Phú,Phường Tân Quý,4,0,0,31/12/2025
4.7,57,Quận Tân Bình,Phường 15,1,3,0,31/12/2025
6.89,60,Quận Tân Bình,Phường 15,1,4,5,31/12/2025
7.48,78,Quận Tân Phú,Phường Tân Sơn Nhì,2,0,0,31/12/2025
7.99,50,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
7.97,53,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
13.7,59,Quận Tân Bình,Phường 14,4,0,0,31/12/2025
7.65,72,Quận Tân Phú,Phường Tân Thành,3,0,0,31/12/2025
9.6,82,Quận Tân Phú,Phường Tân Sơn Nhì,4,0,0,31/12/2025
12.45,131,Quận Tân Bình,Phường 15,6,0,0,31/12/2025
9.55,78,Quận Tân Phú,Phường Tân Sơn Nhì,4,0,0,31/12/2025
6.19,40,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
8.7,67,Quận Tân Bình,Phường 15,2,5,5,31/12/2025
8.55,64,Quận Tân Phú,Phường Hòa Thạnh,2,0,0,31/12/2025
7.47,84,Quận Tân Phú,Phường Tân Sơn Nhì,1,0,0,31/12/2025
9.05,85,Quận Tân Bình,Phường 15,4,5,0,31/12/2025
0.009999,80,Quận Tân Phú,Phường Tân Thành,2,5,6,31/12/2025
8.75,76,Quận Tân Phú,Phường Tân Thành,3,5,0,31/12/2025
6.25,76,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
8.5,68,Quận Tân Phú,Phường Tân Quý,3,0,0,31/12/2025
6.75,81,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
4.89,60,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
7.97,53,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
13.7,59,Quận Tân Bình,Phường 14,4,0,0,31/12/2025
7.65,72,Quận Tân Phú,Phường Tân Thành,5,0,0,31/12/2025
9.6,82,Quận Tân Phú,Phường Tân Sơn Nhì,4,0,0,31/12/2025
12.45,131,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
9.55,78,Quận Tân Phú,Phường Tân Sơn Nhì,2,0,0,31/12/2025
6.19,40,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
8.7,67,Quận Tân Bình,Phường 15,2,5,5,31/12/2025
8.55,64,Quận Tân Phú,Phường Hòa Thạnh,10,0,0,31/12/2025
7.47,84,Quận Tân Phú,Phường Tân Sơn Nhì,3,0,0,31/12/2025
9.05,85,Quận Tân Bình,Phường 15,4,5,0,31/12/2025
0.009999,80,Quận Tân Phú,Phường Tân Thành,3,5,6,31/12/2025
8.75,76,Quận Tân Phú,Phường Tân Thành,2,5,0,31/12/2025
6.25,76,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
8.5,68,Quận Tân Phú,Phường Tân Quý,4,0,0,31/12/2025
6.75,81,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
4.89,60,Quận Tân Bình,Phường 15,3,0,0,31/12/2025
8.99,53,Quận Tân Bình,Phường 13,2,0,0,31/12/2025
8.89,65,Quận Tân Bình,Phường 15,1,3,3,31/12/2025
8.29,75,Quận Tân Phú,Phường Hiệp Tân,2,0,0,31/12/2025
11.3,97,Quận Tân Bình,Phường 14,3,0,0,31/12/2025
9.25,95,Quận Tân Phú,Phường Tân Quý,4,0,0,31/12/2025
6.75,75,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
5.49,108,Quận 12,Phường Tân Hưng Thuận,3,0,0,31/12/2025
5.83,40,Quận Tân Bình,Phường 15,1,0,0,31/12/2025
2.3,45,Quận 3,Phường 1,7,1,1,31/12/2025
4.8,100,Quận 12,Phường Thạnh Xuân,5,0,0,31/12/2025
42,720,Quận 12,Phường Thới An,1,0,0,31/12/2025
16,110,Quận 12,Phường Thạnh Lộc,2,8,9,31/12/2025
54,1.2,Quận 12,Phường Thới An,2,0,0,31/12/2025
42,720,Quận 12,Phường Thới An,5,0,0,31/12/2025
7.1,125,Quận Bình Tân,Phường Tân Tạo,2,0,0,31/12/2025
7.1,125,Quận Bình Tân,Phường Tân Tạo,1,4,5,31/12/2025
42,720,Quận 12,Phường Thới An,3,0,0,31/12/2025
17,110,Quận 12,Phường Thạnh Lộc,2,8,9,31/12/2025
42,720,Quận 12,Phường Thới An,1,0,0,31/12/2025
7,125,Quận Bình Tân,Phường Tân Tạo,2,4,5,31/12/2025
7.1,100,Quận Bình Tân,Phường Tân Tạo,2,0,0,31/12/2025
42,720,Quận 12,Phường Thới An,5,0,0,31/12/2025
7.1,80,Quận Bình Tân,Phường Tân Tạo,2,0,0,31/12/2025
7.1,125,Quận Bình Tân,Phường Tân Tạo,2,4,5,31/12/2025
7.1,80,Quận Bình Tân,Phường Tân Tạo,2,0,0,31/12/2025
17,110,Quận 12,Phường Thạnh Lộc,4,8,9,31/12/2025
17,110,Quận 12,Phường Thạnh Lộc,6,8,9,31/12/2025
6.5,125,Quận 12,Phường Thạnh Xuân,3,0,0,31/12/2025
42,720,Quận 12,Phường Thới An,2,0,0,31/12/2025
6.5,125,Quận 12,Phường Thạnh Xuân,1,0,0,31/12/2025
7.1,125,Quận Bình Tân,Phường Tân Tạo,3,4,5,31/12/2025
7.4,54,Quận 12,Phường Thới An,1,0,0,31/12/2025
17,110,Quận 12,Phường Thạnh Lộc,6,8,9,31/12/2025
6.5,125,Quận 12,Phường Thạnh Xuân,2,0,0,31/12/2025
17,110,Quận 12,Phường Thạnh Lộc,2,8,9,31/12/2025
0.045,1.2,Quận 12,Phường Thới An,5,0,0,31/12/2025
7,125,Quận Bình Tân,Phường Tân Tạo,6,0,0,31/12/2025
16,110,Quận 12,Phường Thạnh Lộc,2,8,9,31/12/2025
6.5,125,Quận 12,Phường Thạnh Xuân,3,0,0,31/12/2025
42,720,Quận 12,Phường Thới An,6,0,0,31/12/2025
16,110,Quận 12,Phường Thạnh Lộc,2,0,0,31/12/2025
4,30,Quận Gò Vấp,Phường 12,2,3,3,31/12/2025
6.75,81,Thành phố Thủ Đức,Phường Phước Long B,5,0,0,31/12/2025
12.6,90,Thành phố Thủ Đức,Phường Phước Long B,3,3,4,31/12/2025
6.9,60,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,3,0,0,31/12/2025
10.5,141,Thành phố Thủ Đức,Phường Bình Trưng Tây,5,3,2,31/12/2025
6.1,79,Thành phố Thủ Đức,Phường Bình Thọ,1,0,0,31/12/2025
4.35,97,Thành phố Thủ Đức,Phường Trường Thạnh,3,0,0,31/12/2025
6.35,52,Thành phố Thủ Đức,Phường Long Thạnh Mỹ,3,4,3,31/12/2025
6.5,64,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,2,4,3,31/12/2025
5.85,65,Quận 12,Phường Hiệp Thành,2,6,6,31/12/2025
5.75,38,Quận 8,Phường 6,1,3,2,31/12/2025
6.25,50,Quận 8,Phường 13,1,4,5,31/12/2025
5.45,44,Huyện Bình Chánh,Xã Bình Hưng,3,1,2,31/12/2025
5.5,52,Quận 8,Phường 3,4,2,2,31/12/2025
4.2,43,Quận 8,Phường 3,2,2,2,31/12/2025
4.88,56,Quận 8,Phường 9,2,3,2,31/12/2025
5.79,37,Quận 8,Phường 5,2,4,3,31/12/2025
6.4,60,Quận 8,Phường 3,3,0,0,31/12/2025
9.99,60,Quận 8,Phường 13,3,3,3,31/12/2025
4.88,67,Quận 8,Phường 5,4,3,2,31/12/2025
6.95,49,Quận 8,Phường 2,1,3,3,31/12/2025
7.7,55,Quận 8,Phường 4,5,2,0,31/12/2025
3.8,35,Quận 7,Phường Phú Thuận,3,2,0,31/12/2025
7.9,48,Quận 8,Phường 5,2,4,3,31/12/2025
6.95,86,Quận 8,Phường 4,2,4,3,31/12/2025
5.95,41,Quận 8,Phường 3,3,4,3,31/12/2025
8.2,48,Quận 8,Phường 5,4,4,3,31/12/2025
7.7,57,Quận 8,Phường 10,2,0,0,31/12/2025
4.6,39,Quận 8,Phường 1,2,2,1,31/12/2025
3.58,24,Quận 8,Phường 3,1,0,2,31/12/2025
6.97,72,Quận 8,Phường 3,3,3,2,31/12/2025
5.28,23,Quận 8,Phường 2,5,0,0,31/12/2025
4.86,44,Quận 8,Phường 4,2,3,3,31/12/2025
7.9,56,Quận 8,Phường 6,5,2,2,31/12/2025
4.2,53,Quận 8,Phường 15,5,2,2,31/12/2025
5.5,34,Quận 8,Phường 2,5,2,2,31/12/2025
3.78,29,Quận 8,Phường 3,1,3,3,31/12/2025
4.68,40,Quận 8,Phường 2,1,2,2,31/12/2025
6.4,38,Quận 8,Phường 2,1,3,3,31/12/2025
4.98,46,Quận 8,Phường 5,3,2,2,31/12/2025
5.5,36,Quận 8,Phường 5,5,3,3,31/12/2025
5.18,42,Quận 8,Phường 3,1,2,2,31/12/2025
9.5,146,Thành phố Thủ Đức,Phường Linh Xuân,4,1,1,31/12/2025
31,600,Thành phố Thủ Đức,Phường Long Thạnh Mỹ,1,55,0,31/12/2025
11.2,130,Thành phố Thủ Đức,Phường Hiệp Phú,4,0,0,31/12/2025
6.2,91,Quận 8,Phường 6,5,3,3,31/12/2025
27,461,Thành phố Thủ Đức,Phường Linh Đông,3,4,4,31/12/2025
4.6,65,Quận 8,Phường 14,1,1,2,31/12/2025
24,394,Thành phố Thủ Đức,Phường Hiệp Phú,3,42,0,31/12/2025
5.2,55,Quận 8,Phường 3,1,3,2,31/12/2025
4.98,40,Quận 8,Phường 12,2,3,2,31/12/2025
8.3,70,Thành phố Thủ Đức,Phường Hiệp Bình Phước,1,0,0,31/12/2025
18.5,149,Thành phố Thủ Đức,Phường Linh Trung,4,0,0,31/12/2025
5.05,46,Quận 8,Phường 5,6,2,2,31/12/2025
100,1.186,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,3,0,0,31/12/2025
5.5,41,Quận 8,Phường 3,8,4,3,31/12/2025
21.5,163,Thành phố Thủ Đức,Phường Bình Trưng Đông,2,2,0,31/12/2025
5.2,28,Quận 8,Phường 4,2,2,2,31/12/2025
4.45,31,Quận 8,Phường 5,2,2,0,31/12/2025
19.5,176,Thành phố Thủ Đức,Phường Phước Long B,2,4,4,31/12/2025
23.5,374,Thành phố Thủ Đức,Phường Linh Trung,3,0,0,31/12/2025
5.98,51,Quận 8,Phường 5,2,5,0,31/12/2025
11,104,Thành phố Thủ Đức,Phường Linh Đông,1,10,0,31/12/2025
7.3,54,Quận 8,Phường 12,3,4,3,31/12/2025
28.2,160,Quận 8,Phường 4,1,6,4,31/12/2025
6.6,48,Quận 8,Phường 4,7,4,4,31/12/2025
8.9,76,Quận 8,Phường 13,2,5,6,31/12/2025
310,1.404,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,2,2,0,31/12/2025
5.28,69,Quận 8,Phường 15,3,3,3,31/12/2025
17.5,156,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,2,4,0,31/12/2025
4.78,39,Quận 8,Phường 1,2,2,2,31/12/2025
6.5,62,Quận 8,Phường 4,2,2,2,31/12/2025
14,163,Thành phố Thủ Đức,Phường Linh Đông,2,4,0,31/12/2025
4.35,30,Quận 8,Phường 5,2,2,2,31/12/2025
65,56,Quận 8,Phường 1,3,2,2,31/12/2025
3.8,34,Quận 8,Phường 10,4,2,2,31/12/2025
5.8,60,Thành phố Thủ Đức,Phường Linh Tây,1,0,0,31/12/2025
4.66,44,Quận 8,Phường 3,2,0,0,31/12/2025
8.9,106,Thành phố Thủ Đức,Phường Phước Long B,2,3,2,31/12/2025
17,216,Thành phố Thủ Đức,Phường Tam Bình,4,0,0,31/12/2025
10,156,Thành phố Thủ Đức,Phường Linh Xuân,2,4,3,31/12/2025
5.98,51,Quận 8,Phường 5,2,5,0,31/12/2025
11,104,Thành phố Thủ Đức,Phường Linh Đông,2,10,0,31/12/2025
7.3,54,Quận 8,Phường 12,3,4,3,31/12/2025
28.2,160,Quận 8,Phường 4,3,6,4,31/12/2025
6.6,48,Quận 8,Phường 4,3,4,4,31/12/2025
8.9,76,Quận 8,Phường 13,1,5,6,31/12/2025
310,1.404,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,1,2,0,31/12/2025
5.28,69,Quận 8,Phường 15,3,3,3,31/12/2025
17.5,156,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,2,4,0,31/12/2025
4.78,39,Quận 8,Phường 1,3,2,2,31/12/2025
6.5,62,Quận 8,Phường 4,2,2,2,31/12/2025
14,163,Thành phố Thủ Đức,Phường Linh Đông,1,4,0,31/12/2025
4.35,30,Quận 8,Phường 5,2,2,2,31/12/2025
65,56,Quận 8,Phường 1,1,2,2,31/12/2025
3.8,34,Quận 8,Phường 10,4,2,2,31/12/2025
5.8,60,Thành phố Thủ Đức,Phường Linh Tây,3,0,0,31/12/2025
4.66,44,Quận 8,Phường 3,3,0,0,31/12/2025
8.9,106,Thành phố Thủ Đức,Phường Phước Long B,1,3,2,31/12/2025
17,216,Thành phố Thủ Đức,Phường Tam Bình,1,0,0,31/12/2025
10,156,Thành phố Thủ Đức,Phường Linh Xuân,1,4,3,31/12/2025
5.25,35,Quận 8,Phường 1,2,2,3,31/12/2025
55.2,240,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,4,0,0,31/12/2025
8.3,58,Quận 8,Phường 4,1,6,4,31/12/2025
20,120,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,5,4,0,31/12/2025
5.6,75,Thành phố Thủ Đức,Phường Linh Xuân,2,3,0,31/12/2025
18.9,120,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,1,0,0,31/12/2025
9,48,Quận 8,Phường 6,4,4,3,31/12/2025
7.28,74,Quận 8,Phường 4,3,6,7,31/12/2025
11.3,138,Thành phố Thủ Đức,Phường Linh Đông,4,4,2,31/12/2025
4.7,69,Thành phố Thủ Đức,Phường Linh Xuân,3,3,3,31/12/2025
20,229,Thành phố Thủ Đức,Phường Linh Đông,3,16,0,31/12/2025
19,130,Thành phố Thủ Đức,Phường Linh Trung,6,6,3,31/12/2025
7.8,106,Thành phố Thủ Đức,Phường Linh Xuân,4,0,0,31/12/2025
13,97,Thành phố Thủ Đức,Phường Trường Thọ,4,3,5,31/12/2025
9.8,64,Quận 8,Phường 1,3,5,4,31/12/2025
39.9,320,Thành phố Thủ Đức,Phường Trường Thọ,1,36,0,31/12/2025
8.8,100,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,2,4,0,31/12/2025
6.95,53,Quận 8,Phường 1,3,4,4,31/12/2025
8.9,106,Quận 8,Phường 14,1,5,3,31/12/2025
32,294,Thành phố Thủ Đức,Phường Hiệp Bình Phước,4,0,0,31/12/2025
80,550,Thành phố Thủ Đức,Phường Linh Đông,3,0,0,31/12/2025
6,90,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,2,3,2,31/12/2025
7,62,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,2,3,3,31/12/2025
4,74,Thành phố Thủ Đức,Phường Long Thạnh Mỹ,2,2,0,31/12/2025
3.1,380,Huyện Củ Chi,Xã Phạm Văn Cội,3,0,0,31/12/2025
20.5,3.266,Huyện Củ Chi,Xã Hòa Phú,2,0,0,31/12/2025
7.4,64,Quận Bình Tân,Phường Bình Hưng Hòa A,2,5,5,31/12/2025
5.8,56,Quận Tân Phú,Phường Tân Sơn Nhì,2,2,2,31/12/2025
4,55,Thành phố Thủ Đức,Phường Phú Hữu,4,0,0,31/12/2025
4.4,60,Thành phố Thủ Đức,Phường Long Trường,4,4,5,31/12/2025
6.9,54,Thành phố Thủ Đức,Phường Bình Trưng Đông,2,0,0,31/12/2025
6.699,101,Thành phố Thủ Đức,Phường Trường Thọ,2,0,0,31/12/2025
0.055,80,Quận Bình Tân,Phường Bình Hưng Hòa B,2,0,0,31/12/2025
20.5,160,Quận Gò Vấp,Phường 11,2,19,22,31/12/2025
6,47,Quận Tân Bình,Phường 5,3,0,0,31/12/2025
6,52,Quận Bình Tân,Phường Bình Trị Đông A,2,5,5,31/12/2025
6.5,65,Quận 7,Phường Tân Hưng,4,4,0,31/12/2025
6.3,65,Quận 7,Phường Tân Thuận Đông,1,0,0,31/12/2025
10,68,Quận Gò Vấp,Phường 14,1,0,0,31/12/2025
6.82,45,Quận 8,Phường 2,3,4,5,31/12/2025
5.6,67,Quận 8,Phường 5,1,4,4,31/12/2025
6.95,54,Quận 8,Phường 6,7,4,4,31/12/2025
9.7,52,Quận 8,Phường 2,2,3,4,31/12/2025
4.99,36,Quận 8,Phường 9,1,4,3,31/12/2025
16,126,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,4,5,5,31/12/2025
7.38,36,Quận 8,Phường 9,5,2,2,31/12/2025
67.5,1.87,Thành phố Thủ Đức,Phường Linh Xuân,1,0,0,31/12/2025
11,60,Quận 8,Phường 13,1,3,3,31/12/2025
4.8,40,Quận 8,Phường 4,6,2,2,31/12/2025
6.5,52,Quận 8,Phường 4,1,3,3,31/12/2025
54,2.228,Thành phố Thủ Đức,Phường Linh Xuân,1,50,0,31/12/2025
6.2,42,Quận 8,Phường 5,4,2,2,31/12/2025
6.8,50,Quận 8,Phường 3,3,4,5,31/12/2025
57,702,Thành phố Thủ Đức,Phường Trường Thọ,4,6,6,31/12/2025
7.5,63,Quận 8,Phường 6,1,4,4,31/12/2025
23,165,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,3,4,0,31/12/2025
5.9,54,Quận 8,Phường 5,1,4,3,31/12/2025
12.9,92,Thành phố Thủ Đức,Phường Tam Bình,3,0,0,31/12/2025
8.5,57,Quận 8,Phường 1,4,9,10,31/12/2025
14.5,145,Thành phố Thủ Đức,Phường Linh Chiểu,3,12,10,31/12/2025
11.5,240,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,2,0,0,31/12/2025
8.5,71,Quận 8,Phường 4,3,6,7,31/12/2025
4.98,40,Quận 8,Phường 2,3,3,2,31/12/2025
6.25,51,Quận 8,Phường 3,2,3,2,31/12/2025
