Price_Billion,Area_m2,District,Ward,Floors,Bedrooms,Toilets,Post_Time
8.9,37,Quận Phú Nhuận,Phường 9,3,4,0,31/12/2025
8.5,35,Quận Phú Nhuận,Phường 7,2,4,0,31/12/2025
6.7,36,Quận Phú Nhuận,Phường 15,2,6,0,31/12/2025
6.7,56,Quận Tân Bình,Phường 3,2,0,0,31/12/2025
999,26.462,Thành phố Thủ Đức,Phường Long Phước,2,0,0,31/12/2025
6.5,41,Quận Phú Nhuận,Phường 15,4,0,0,31/12/2025
10,95,Thành phố Thủ Đức,Phường Linh Trung,2,0,0,31/12/2025
11.15,61,Quận Phú Nhuận,Phường 13,4,0,0,31/12/2025
17,99,Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi,4,0,0,31/12/2025
8.6,86,Thành phố Thủ Đức,Phường Phước Long B,3,5,5,31/12/2025
6.75,35,Quận 3,Phường 12,3,0,0,31/12/2025
8.85,55,Quận 3,Phường 12,4,0,0,31/12/2025
7.999,60,Quận 3,Phường 14,4,0,0,31/12/2025
8.8,66,Quận Phú Nhuận,Phường 5,2,0,0,31/12/2025
9.15,45,Quận Phú Nhuận,Phường 2,2,0,0,31/12/2025
7.9,63,Quận Tân Bình,Phường 3,2,0,0,31/12/2025
8.5,37,Quận Phú Nhuận,Phường 2,4,0,0,31/12/2025
6,27,Quận Phú Nhuận,Phường 13,1,5,0,31/12/2025
6.5,30,Quận Phú Nhuận,Phường 12,4,0,0,31/12/2025
7.3,57,Quận Tân Bình,Phường 3,2,0,0,31/12/2025
8.5,35,Quận Phú Nhuận,Phường 7,3,4,0,31/12/2025
6.7,36,Quận Phú Nhuận,Phường 15,1,6,0,31/12/2025
6.7,56,Quận Tân Bình,Phường 3,2,0,0,31/12/2025
999,26.462,Thành phố Thủ Đức,Phường Long Phước,3,0,0,31/12/2025
6.5,41,Quận Phú Nhuận,Phường 15,3,0,0,31/12/2025
10,95,Thành phố Thủ Đức,Phường Linh Trung,1,0,0,31/12/2025
11.15,61,Quận Phú Nhuận,Phường 13,2,0,0,31/12/2025
17,99,Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi,2,0,0,31/12/2025
8.6,86,Thành phố Thủ Đức,Phường Phước Long B,3,5,5,31/12/2025
6.75,35,Quận 3,Phường 12,3,0,0,31/12/2025
8.85,55,Quận 3,Phường 12,2,0,0,31/12/2025
7.999,60,Quận 3,Phường 14,3,0,0,31/12/2025
8.8,66,Quận Phú Nhuận,Phường 5,3,0,0,31/12/2025
9.15,45,Quận Phú Nhuận,Phường 2,2,0,0,31/12/2025
7.9,63,Quận Tân Bình,Phường 3,5,0,0,31/12/2025
8.5,37,Quận Phú Nhuận,Phường 2,5,0,0,31/12/2025
6,27,Quận Phú Nhuận,Phường 13,2,5,0,31/12/2025
6.5,30,Quận Phú Nhuận,Phường 12,2,0,0,31/12/2025
7.3,57,Quận Tân Bình,Phường 3,2,0,0,31/12/2025
8.8,42,Quận 3,Phường 14,2,0,0,31/12/2025
9.59,46,Quận Phú Nhuận,Phường 5,4,5,0,31/12/2025
8.69,40,Quận Phú Nhuận,Phường 5,3,5,0,31/12/2025
8.295,41,Quận Tân Bình,Phường 2,1,4,0,31/12/2025
7.77,36,Quận 3,Phường 8,3,0,0,31/12/2025
6.695,58,Quận Phú Nhuận,Phường 15,1,3,0,31/12/2025
8.395,55,Quận 3,Phường 10,1,0,0,31/12/2025
8.7,40,Quận 3,Phường 7,1,4,0,31/12/2025
6.9,44,Quận Tân Bình,Phường 3,4,0,0,31/12/2025
9.5,55,Quận Phú Nhuận,Phường 1,3,0,0,31/12/2025
8.5,44,Quận 3,Phường 5,2,5,0,31/12/2025
6.595,43,Quận Phú Nhuận,Phường 5,3,0,0,31/12/2025
9.39,65,Quận 3,Phường 11,2,0,0,31/12/2025
9,63,Quận Phú Nhuận,Phường 11,2,6,0,31/12/2025
8.7,46,Quận 3,Phường 14,3,0,0,31/12/2025
8.695,46,Quận 3,Phường 14,6,0,0,31/12/2025
7.595,36,Quận 3,Phường 8,3,0,0,31/12/2025
9.8,45,Quận Phú Nhuận,Phường 13,2,1,0,31/12/2025
7.4,70,Quận 3,Phường 14,3,0,0,31/12/2025
6.8,35,Quận Phú Nhuận,Phường 7,4,3,3,31/12/2025
9.4,43,Quận Phú Nhuận,Phường 2,3,0,0,31/12/2025
8.5,44,Quận Phú Nhuận,Phường 7,2,0,0,31/12/2025
8.6,38,Quận Tân Bình,Phường 1,2,0,0,31/12/2025
8.6,48,Quận Tân Bình,Phường 1,1,0,0,31/12/2025
12.7,62,Quận 3,Phường 12,2,4,0,31/12/2025
9.4,40,Quận Phú Nhuận,Phường 10,2,0,0,31/12/2025
5.45,33,Quận 10,Phường 12,3,0,0,31/12/2025
7.85,48,Quận Phú Nhuận,Phường 4,2,0,0,31/12/2025
7.5,37,Quận 3,Phường 4,2,0,0,31/12/2025
8.7,67,Quận Phú Nhuận,Phường 5,4,0,0,31/12/2025
7.8,57,Quận Phú Nhuận,Phường 5,6,0,0,31/12/2025
9.6,78,Quận Tân Bình,Phường 3,5,3,0,31/12/2025
10.5,60,Quận Phú Nhuận,Phường 7,2,4,0,31/12/2025
9,48,Quận Tân Bình,Phường 3,2,0,0,31/12/2025
8.6,50,Quận Tân Bình,Phường 1,2,0,0,31/12/2025
8.5,50,Quận 3,Phường 14,2,0,0,31/12/2025
6.2,51,Quận 3,Phường 11,3,0,0,31/12/2025
9,50,Quận Phú Nhuận,Phường 13,4,0,0,31/12/2025
6.2,32,Quận 3,Phường 14,2,0,0,31/12/2025
6.5,42,Quận 3,Phường 9,3,0,0,31/12/2025
6.48,38,Quận 3,Phường 9,6,3,0,31/12/2025
5.7,36,Quận 3,Phường 14,2,0,0,31/12/2025
6.48,41,Quận Phú Nhuận,Phường 15,1,2,0,31/12/2025
6.83,35,Quận Phú Nhuận,Phường 13,2,3,0,31/12/2025
6.6,34,Quận 3,Phường 8,2,0,0,31/12/2025
12.9,46,Quận 3,Phường 14,1,0,0,31/12/2025
8.99,48,Quận 3,Phường 10,2,0,0,31/12/2025
7.99,45,Quận 3,Phường 10,3,0,0,31/12/2025
22,443,Thành phố Thủ Đức,Phường Hiệp Bình Phước,1,1,5,31/12/2025
6.75,54,Quận 3,Phường 12,1,5,0,31/12/2025
6.5,50,Quận 3,Phường 11,1,3,0,31/12/2025
9.5,80,Thành phố Thủ Đức,Phường Phú Hữu,4,4,3,31/12/2025
70,970,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,1,45,0,31/12/2025
6.5,41,Quận 3,Phường 14,3,0,0,31/12/2025
6.3,137,Thành phố Thủ Đức,Phường Phước Long B,3,2,1,31/12/2025
5.9,36,Quận 3,Phường 14,3,0,0,31/12/2025
6.3,58,Quận 3,Phường 10,3,0,0,31/12/2025
23,194,Thành phố Thủ Đức,Phường Phước Long B,3,4,5,31/12/2025
5.4,44,Quận 3,Phường 9,1,0,0,31/12/2025
5.5,96,Thành phố Thủ Đức,Phường Phước Long B,1,2,0,31/12/2025
7,60,Quận 3,Phường 12,3,0,0,31/12/2025
6.6,40,Quận Tân Bình,Phường 1,2,0,0,31/12/2025
7.58,48,Quận 3,Phường 9,2,0,0,31/12/2025
46,1.146,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,1,5,0,31/12/2025
8.2,203,Thành phố Thủ Đức,Phường Phú Hữu,2,4,3,31/12/2025
7.3,34,Quận Phú Nhuận,Phường 10,2,0,0,31/12/2025
15.5,300,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,1,9,0,31/12/2025
9.98,53,Quận Phú Nhuận,Phường 5,2,0,0,31/12/2025
7.18,58,Quận 3,Phường 14,2,0,0,31/12/2025
8.3,140,Thành phố Thủ Đức,Phường Trường Thạnh,1,0,0,31/12/2025
21,367,Thành phố Thủ Đức,Phường Phú Hữu,4,3,0,31/12/2025
8.8,80,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,1,3,4,31/12/2025
6.5,37,Quận 3,Phường 8,2,0,0,31/12/2025
7.85,36,Quận 3,Đường Nam Kỳ Khởi Nghĩa,2,0,0,31/12/2025
192,1.192,Thành phố Thủ Đức,Phường Bình Thọ,2,0,0,31/12/2025
7.7,40,Quận Phú Nhuận,Phường 4,2,0,0,31/12/2025
5.5,88,Thành phố Thủ Đức,Phường Phước Long B,4,3,0,31/12/2025
6.9,35,Quận Phú Nhuận,Phường 13,3,0,0,31/12/2025
6.45,32,Quận Phú Nhuận,Phường 9,2,0,0,31/12/2025
75,2.2,Thành phố Thủ Đức,Phường Phước Long B,2,0,0,31/12/2025
6.75,52,Quận 3,Phường 9,5,0,0,31/12/2025
13.5,134,Thành phố Thủ Đức,Phường Phước Bình,4,4,5,31/12/2025
6.7,52,Quận 3,Phường 11,6,0,0,31/12/2025
6,45,Quận Phú Nhuận,Phường 2,1,5,0,31/12/2025
25,120,Thành phố Thủ Đức,Phường Thảo Điền,2,5,0,31/12/2025
6.8,60,Thành phố Thủ Đức,Phường Phước Long,3,4,5,31/12/2025
7.8,46,Quận Phú Nhuận,Phường 10,4,0,0,31/12/2025
7.8,43,Quận Phú Nhuận,Phường 10,4,0,0,31/12/2025
22.8,163,Thành phố Thủ Đức,Phường Cát Lái,3,5,4,31/12/2025
9.5,111,Thành phố Thủ Đức,Phường Long Trường,4,3,0,31/12/2025
8.3,33,Quận 3,Phường 14,5,0,0,31/12/2025
7.6,39,Quận Phú Nhuận,Phường 5,2,0,0,31/12/2025
6.8,56,Quận Gò Vấp,Đường Lê Đức Thọ,1,4,0,31/12/2025
8.3,53,Quận 3,Phường 14,1,0,0,31/12/2025
7.7,58,Quận 3,Phường 11,1,5,3,31/12/2025
16.8,424,Quận Tân Phú,Phường Tân Sơn Nhì,2,0,0,31/12/2025
3.2,42,Quận Tân Bình,Phường 15,2,0,0,31/12/2025
3.3,57,Quận Bình Tân,Phường Bình Hưng Hòa,2,0,0,31/12/2025
0.003,50,Thành phố Thủ Đức,Phường Linh Đông,2,0,0,31/12/2025
0.93,3.033,Quận 3,Phường 6,2,0,0,31/12/2025
10.5,140,Thành phố Thủ Đức,Phường Phú Hữu,4,4,4,31/12/2025
26,104,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,2,0,0,31/12/2025
7.3,90,Thành phố Thủ Đức,Phường Phước Long,2,0,0,31/12/2025
25,350,Thành phố Thủ Đức,Phường Long Trường,1,2,0,31/12/2025
10.3,90,Thành phố Thủ Đức,Phường Hiệp Phú,1,3,2,31/12/2025
44,606,Thành phố Thủ Đức,Phường Linh Đông,3,3,0,31/12/2025
14.5,143,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,1,6,7,31/12/2025
17.5,208,Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi,2,0,0,31/12/2025
7.5,80,Thành phố Thủ Đức,Phường Phước Long,1,3,3,31/12/2025
15.8,110,Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi,2,0,0,31/12/2025
6,78,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,2,1,0,31/12/2025
26,280,Thành phố Thủ Đức,Phường Hiệp Phú,2,6,4,31/12/2025
10.5,281,Thành phố Thủ Đức,Phường Trường Thạnh,2,0,0,31/12/2025
18.5,262,Thành phố Thủ Đức,Phường Tân Phú,2,20,0,31/12/2025
9.9,156,Thành phố Thủ Đức,Phường Tân Phú,2,3,3,31/12/2025
33,270,Thành phố Thủ Đức,Phường Bình Trưng Đông,2,4,3,31/12/2025
12,230,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,2,2,0,31/12/2025
42,398,Thành phố Thủ Đức,Phường Linh Trung,3,5,0,31/12/2025
8,61,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,3,4,0,31/12/2025
7.5,60,Quận Tân Phú,Phường Tân Sơn Nhì,3,0,0,31/12/2025
18.5,129,Quận Gò Vấp,Phường 9,1,0,0,31/12/2025
74,215,Quận 10,Phường 12,3,0,0,31/12/2025
22,87,Quận Phú Nhuận,Phường 5,1,6,0,31/12/2025
15.5,75,Quận Bình Thạnh,Phường 5,1,0,0,31/12/2025
9.7,43,Quận Bình Thạnh,Phường 2,2,9,0,31/12/2025
25.2,122,Quận Bình Thạnh,Phường 13,1,11,0,31/12/2025
21,270,Quận Bình Thạnh,Phường 13,1,14,0,31/12/2025
63.99,113,Quận 10,Phường 12,4,0,0,31/12/2025
5.79,55,Quận 12,Phường Hiệp Thành,6,4,0,31/12/2025
5.6,125,Quận 12,Phường Hiệp Thành,3,0,0,31/12/2025
5,41,Quận Bình Tân,Phường An Lạc,3,2,0,31/12/2025
5.99,60,Quận Bình Tân,Phường An Lạc,2,4,0,31/12/2025
6,56,Quận Bình Tân,Phường An Lạc,1,3,3,31/12/2025
8.8,100,Quận Bình Tân,Phường An Lạc,1,7,0,31/12/2025
9.1,80,Quận Bình Tân,Phường An Lạc,1,0,0,31/12/2025
4.55,40,Quận Bình Tân,Phường An Lạc,5,2,0,31/12/2025
32,247,Thành phố Thủ Đức,Phường Trường Thạnh,1,0,0,31/12/2025
5.9,52,Quận 6,Phường 10,1,4,0,31/12/2025
7.5,100,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,1,0,0,31/12/2025
7.5,48,Quận Bình Tân,Phường An Lạc,1,4,0,31/12/2025
7.8,60,Quận Bình Tân,Phường Bình Trị Đông B,6,4,0,31/12/2025
26,456,Thành phố Thủ Đức,Phường Cát Lái,1,0,0,31/12/2025
5.1,70,Quận Bình Tân,Phường Bình Trị Đông A,1,2,2,31/12/2025
9.7,140,Thành phố Thủ Đức,Phường Long Trường,6,0,0,31/12/2025
9.48,95,Quận Bình Tân,Phường An Lạc A,1,4,0,31/12/2025
14,92,Thành phố Thủ Đức,Phường An Phú,4,2,0,31/12/2025
7.25,110,Quận 6,Phường 8,4,3,0,31/12/2025
6.6,118,Thành phố Thủ Đức,Phường Trường Thạnh,5,0,0,31/12/2025
5.4,68,Quận 8,Phường 16,1,3,0,31/12/2025
14.5,115,Thành phố Thủ Đức,Phường Phước Long,1,3,4,31/12/2025
6.7,65,Quận 6,Phường 13,3,0,0,31/12/2025
8.6,100,Thành phố Thủ Đức,Phường Trường Thạnh,3,0,0,31/12/2025
5.4,40,Quận 6,Phường 8,3,5,0,31/12/2025
14,120,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,2,9,0,31/12/2025
8,157,Thành phố Thủ Đức,Phường Phú Hữu,2,0,0,31/12/2025
14.5,160,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,2,6,5,31/12/2025
7.3,77,Thành phố Thủ Đức,Phường Hiệp Phú,2,3,2,31/12/2025
8,114,Thành phố Thủ Đức,Phường Phước Long B,2,3,2,31/12/2025
6.2,55,Quận Bình Tân,Phường Bình Hưng Hòa,2,0,0,31/12/2025
36.5,714,Thành phố Thủ Đức,Phường Long Trường,2,0,0,31/12/2025
14.5,325,Thành phố Thủ Đức,Phường Trường Thạnh,2,0,0,31/12/2025
5.5,56,Quận Bình Tân,Phường Bình Trị Đông B,1,0,0,31/12/2025
20,121,Thành phố Thủ Đức,Phường Hiệp Phú,1,0,0,31/12/2025
4,66,Thành phố Thủ Đức,Phường Long Thạnh Mỹ,4,3,2,31/12/2025
85,4,Thành phố Thủ Đức,Phường Linh Đông,2,0,0,31/12/2025
4.8,85,Thành phố Thủ Đức,Phường Trường Thạnh,2,0,0,31/12/2025
14.9,64,Quận Gò Vấp,Phường 8,2,0,0,31/12/2025
14.8,87,Quận Gò Vấp,Phường 14,2,0,0,31/12/2025
6.65,45,Quận Gò Vấp,Phường 16,1,0,0,31/12/2025
5.8,70,Quận Gò Vấp,Phường 16,1,3,0,31/12/2025
18,330,Thành phố Thủ Đức,Phường Phước Long B,2,54,0,31/12/2025
6,103,Thành phố Thủ Đức,Phường Hiệp Phú,3,2,2,31/12/2025
45,475,Thành phố Thủ Đức,Phường Hiệp Phú,2,0,0,31/12/2025
9,150,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,1,3,2,31/12/2025
200,1.565,Thành phố Thủ Đức,Phường An Phú,3,0,0,31/12/2025
9.3,88,Thành phố Thủ Đức,Phường Phước Long B,1,0,0,31/12/2025
16,80,Thành phố Thủ Đức,Phường An Phú,3,5,5,31/12/2025
