Price_Billion,Price_Per_m2,Area_m2,District,Ward,Bedrooms,Is_MatTien,Width_m,Floors,Is Hem,Post Time,Toilets,Segment
6.5,106.91,60.8,Quận 7,Tân Quy,4.0,0,3.8,3.0,1,2025-12-25,4.0,Cao cấp
27.0,171.43,157.5,Quận 7,Phú Thuận,4.0,1,4.5,7.5,0,2025-12-25,4.0,Trung cấp
7.99,153.65,52.0,Quận 7,Phú Thuận,4.0,1,4.0,4.0,0,2025-12-25,4.0,Trung cấp
7.7,137.5,56.0,Quận 7,Phú Thuận,4.0,0,4.0,3.0,1,2025-12-25,4.0,Cao cấp
10.5,218.75,48.0,Quận 7,Tân Thuận Tây,4.0,1,4.0,2.0,0,2025-12-25,4.0,Cao cấp
11.2,175.0,64.0,Quận 7,Tân Hưng,4.0,1,4.0,3.5,0,2025-12-25,4.0,Trung cấp
7.68,109.71,70.0,Quận 7,Phú Thuận,7.0,1,5.0,3.0,0,2025-12-25,4.0,Bình dân
20.5,244.05,84.0,Quận 7,Tân Hưng,5.0,1,4.0,5.5,0,2025-12-25,6.0,Cao cấp
7.2,120.0,60.0,Quận 7,Tân Hưng,2.0,1,5.0,2.0,0,2025-12-25,2.0,Bình dân
13.5,135.0,100.0,Quận 7,Tân Kiểng,4.0,1,5.0,3.0,0,2025-12-25,4.0,Bình dân
11.7,234.0,50.0,Quận 7,Tân Hưng,3.0,1,4.0,4.0,0,2025-12-25,3.0,Cao cấp
8.5,69.96,121.5,Quận 7,Phú Thuận,4.0,1,5.0,4.0,0,2025-12-25,4.0,Bình dân
3.99,110.83,36.0,Quận 7,Tân Thuận Tây,4.0,1,3.0,3.0,0,2025-12-25,4.0,Bình dân
6.0,101.69,59.0,Quận 7,Tân Hưng,4.0,1,5.2,2.0,0,2025-12-25,4.0,Bình dân
20.7,258.75,80.0,Quận 7,Tân Quy,6.0,1,4.0,5.5,0,2025-12-25,5.0,Cao cấp
5.9,81.94,72.0,Quận 7,Phú Thuận,4.0,1,8.0,5.0,0,2025-12-25,4.0,Bình dân
32.0,228.57,140.0,Quận 7,Tân Hưng,10.0,1,7.0,6.0,0,2025-12-25,10.0,Cao cấp
8.3,103.75,80.0,Quận 7,Tân Hưng,2.0,1,5.0,2.0,0,2025-12-25,2.0,Bình dân
6.2,63.27,98.0,Quận 7,Phú Thuận,2.0,1,5.6,1.0,0,2025-12-25,2.0,Bình dân
8.4,109.09,77.0,Quận 7,Tân Kiểng,2.0,1,5.0,2.0,0,2025-12-25,2.0,Bình dân
5.9,81.94,72.0,Quận 7,Phú Thuận,4.0,0,8.0,5.0,1,2025-12-25,4.0,Bình dân
8.4,105.0,80.0,Quận 7,Tân Hưng,4.0,1,5.0,2.0,0,2025-12-25,4.0,Bình dân
6.3,96.92,65.0,Quận 7,Tân Thuận Đông,2.0,1,3.0,2.0,0,2025-12-25,3.0,Bình dân
8.4,107.14,78.4,Quận 7,Tân Kiểng,2.0,1,2.0,2.0,0,2025-12-25,2.0,Bình dân
4.95,130.26,38.0,Quận 7,Tân Hưng,7.0,1,3.2,2.0,0,2025-12-25,7.0,Bình dân
34.0,145.3,234.0,Quận 7,Tân Phong,5.0,0,14.6,2.0,1,2025-12-25,6.0,Cao cấp
7.9,151.92,52.0,Quận 7,Phú Thuận,4.0,0,4.0,4.0,1,2025-12-25,5.0,VIP
12.5,223.21,56.0,Quận 7,Tân Hưng,3.0,0,4.0,4.0,1,2025-12-25,3.0,VIP
7.5,172.61,43.45,Quận 7,Tân Thuận Đông,5.0,1,5.5,4.0,0,2025-12-25,6.0,Trung cấp
8.4,105.0,80.0,Quận 7,Tân Kiểng,2.0,1,2.0,2.0,0,2025-12-25,2.0,Bình dân
5.99,137.7,43.5,Quận 7,Phú Thuận,3.0,1,3.5,3.5,0,2025-12-25,3.0,Bình dân
5.69,39.24,145.0,Quận 7,Phú Mỹ,4.0,0,4.0,4.0,1,2025-12-25,4.0,Bình dân
20.9,261.25,80.0,Quận 7,Tân Quy,6.0,1,4.0,1.0,0,2025-12-25,5.0,Cao cấp
80.0,167.71,477.0,Quận 7,Phú Mỹ,8.0,1,25.2,3.5,0,2025-12-25,8.0,Trung cấp
14.9,211.35,70.5,Quận 7,Tân Hưng,2.0,1,4.0,1.0,0,2025-12-25,2.0,Cao cấp
4.98,155.62,32.0,Quận 7,Tân Thuận Đông,2.0,0,4.0,2.0,1,2025-12-25,2.0,VIP
14.9,103.47,144.0,Quận 7,Phú Thuận,4.0,0,6.0,3.0,1,2025-12-25,4.0,Cao cấp
8.4,110.53,76.0,Quận 7,Tân Kiểng,2.0,0,5.0,2.0,1,2025-12-25,2.0,Cao cấp
6.2,54.39,114.0,Quận 7,Phú Thuận,2.0,1,5.7,1.0,0,2025-12-25,3.0,Bình dân
6.9,104.55,66.0,Quận 7,Phú Mỹ,2.0,1,8.0,3.0,0,2025-12-25,4.0,Bình dân
4.98,155.62,32.0,Quận 7,Bình Thuận,2.0,0,4.0,2.0,1,2025-12-25,2.0,VIP
9.5,161.02,59.0,Quận 7,Tân Thuận Đông,3.0,1,3.5,2.0,0,2025-12-25,3.0,Trung cấp
8.4,109.09,77.0,Quận 7,Tân Hưng,2.0,1,5.0,1.0,0,2025-12-25,2.0,Bình dân
25.0,213.68,117.0,Quận 7,Bình Thuận,6.0,1,7.6,3.0,0,2025-12-25,7.0,Cao cấp
8.4,109.09,77.0,Quận 7,Tân Kiểng,2.0,1,4.9,2.0,0,2025-12-25,2.0,Bình dân
18.6,206.67,90.0,Quận 7,Tân Hưng,6.0,1,12.0,4.0,0,2025-12-25,6.0,Cao cấp
18.8,257.89,72.9,Quận 7,Tân Quy,4.0,1,4.0,3.5,0,2025-12-25,4.0,Cao cấp
7.5,107.14,70.0,Quận 7,Phú Thuận,4.0,0,5.0,3.5,1,2025-12-25,4.0,Cao cấp
7.6,116.92,65.0,Quận 7,Tân Hưng,4.0,1,5.0,4.0,0,2025-12-25,4.0,Bình dân
8.0,133.33,60.0,Quận 7,Tân Kiểng,4.0,0,6.0,1.0,1,2025-12-25,4.0,Cao cấp
8.4,109.23,76.9,Quận 7,Tân Hưng,2.0,1,4.9,2.0,0,2025-12-25,2.0,Bình dân
9.5,190.0,50.0,Quận 7,Tân Quy,3.0,1,3.5,2.5,0,2025-12-25,3.0,Trung cấp
8.35,108.44,77.0,Quận 7,Tân Kiểng,2.0,1,4.9,2.0,0,2025-12-25,2.0,Bình dân
3.15,121.15,26.0,Quận 7,Tân Hưng,2.0,1,3.0,3.5,0,2025-12-25,2.0,Bình dân
8.1,155.77,52.0,Quận 7,Phú Thuận,7.0,1,4.0,4.0,0,2025-12-25,4.0,Trung cấp
5.2,118.18,44.0,Quận 7,Tân Quy,2.0,1,6.0,2.0,0,2025-12-25,2.0,Bình dân
12.95,64.52,200.7,Quận 7,Phú Mỹ,6.0,1,5.4,1.0,0,2025-12-25,6.0,Bình dân
3.9,144.44,27.0,Quận 7,Phú Thuận,2.0,0,3.1,2.0,1,2025-12-25,2.0,Cao cấp
13.3,177.33,75.0,Quận 7,Tân Quy,5.0,1,5.0,3.0,0,2025-12-25,5.0,Trung cấp
8.4,105.0,80.0,Quận 7,Tân Kiểng,3.0,0,5.0,2.0,1,2025-12-25,3.0,Cao cấp
6.49,142.32,45.6,Quận 7,Tân Thuận Đông,3.0,0,6.5,2.0,1,2025-12-25,3.0,Cao cấp
3.15,165.79,19.0,Quận 7,Bình Thuận,2.0,0,3.0,2.0,1,2025-12-25,2.0,VIP
6.5,130.0,50.0,Quận 7,Phú Thuận,5.0,1,2.0,4.0,0,2025-12-25,6.0,Bình dân
30.0,270.27,111.0,Quận 7,Tân Phong,5.0,1,6.0,5.0,0,2025-12-25,9.0,Cao cấp
24.5,160.13,153.0,Quận 7,Phú Thuận,4.0,1,9.0,3.0,0,2025-12-24,4.0,Trung cấp
8.4,109.09,77.0,Quận 7,Tân Hưng,2.0,0,5.0,2.0,1,2025-12-24,2.0,Cao cấp
18.5,123.33,150.0,Quận 7,Phú Thuận,7.0,1,3.0,4.0,0,2025-12-24,4.0,Bình dân
16.5,165.0,100.0,Quận 7,Phú Thuận,4.0,1,5.0,5.0,0,2025-12-24,4.0,Trung cấp
3.6,65.45,55.0,Quận 7,Phú Thuận,4.0,0,4.3,3.5,1,2025-12-24,5.0,Bình dân
7.3,123.73,59.0,Quận 7,Phú Thuận,3.0,0,5.0,3.0,1,2025-12-24,3.0,Cao cấp
3.15,175.0,18.0,Quận 7,Bình Thuận,2.0,1,3.1,2.0,0,2025-12-24,2.0,Trung cấp
54.0,135.0,400.0,Quận 7,Phú Thuận,4.0,1,11.0,2.0,0,2025-12-24,4.0,Bình dân
5.4,58.25,92.7,Quận 7,Tân Thuận Tây,5.0,0,5.3,4.5,1,2025-12-24,4.0,Bình dân
8.35,98.24,85.0,Quận 7,Tân Kiểng,4.0,1,5.0,4.0,0,2025-12-24,4.0,Bình dân
3.15,150.0,21.0,Quận 7,Bình Thuận,2.0,0,3.0,2.0,1,2025-12-24,2.0,VIP
14.5,109.02,133.0,Quận 7,Tân Thuận Tây,3.0,0,10.0,3.0,1,2025-12-24,3.0,Cao cấp
7.2,142.01,50.7,Quận 7,Tân Thuận Đông,3.0,1,4.0,2.0,0,2025-12-24,3.0,Bình dân
9.0,101.12,89.0,Quận 7,Phú Mỹ,5.0,0,4.5,4.0,1,2025-12-24,6.0,Cao cấp
5.9,81.94,72.0,Quận 7,Phú Thuận,4.0,1,8.0,5.0,0,2025-12-24,4.0,Bình dân
9.9,104.21,95.0,Quận 7,Tân Hưng,9.0,1,6.6,3.0,0,2025-12-24,7.0,Bình dân
8.4,109.09,77.0,Quận 7,Tân Hưng,2.0,1,5.0,2.0,0,2025-12-24,2.0,Bình dân
9.9,181.99,54.4,Quận 7,Phú Mỹ,3.0,1,5.0,3.5,0,2025-12-24,3.0,Trung cấp
9.5,122.58,77.5,Quận 7,Tân Thuận Tây,1.0,1,4.73,1.5,0,2025-12-24,1.0,Bình dân
5.7,76.0,75.0,Quận 7,Phú Thuận,3.0,1,5.0,3.0,0,2025-12-24,3.0,Bình dân
6.9,172.5,40.0,Quận 7,Tân Hưng,4.0,0,3.6,4.0,1,31/12/2025,5.0,VIP
15.3,168.13,91.0,Quận 7,Tân Thuận Tây,5.0,1,4.0,3.0,0,31/12/2025,4.0,Trung cấp
24.0,121.21,198.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,4.0,1,7.48,2.0,0,25/12/2025,4.0,Trung cấp
14.0,102.94,136.0,Thành phố Thủ Đức,Linh Trung,3.0,1,8.5,3.0,0,25/12/2025,5.0,Trung cấp
7.99,110.97,72.0,Thành phố Thủ Đức,Linh Tây,3.0,0,4.1,3.0,1,28/12/2025,3.0,Cao cấp
7.99,147.96,54.0,Thành phố Thủ Đức,Trường Thọ,4.0,0,4.0,5.0,1,30/12/2025,5.0,VIP
42.0,201.92,208.0,Thành phố Thủ Đức,Bình Thọ,4.0,1,3.0,1.0,0,30/12/2025,3.0,Cao cấp
4.1,78.85,52.0,Thành phố Thủ Đức,Long Trường,2.0,0,4.9,2.0,1,25/12/2025,2.0,Trung cấp
5.8,111.54,52.0,Thành phố Thủ Đức,Linh Đông,4.0,0,4.0,3.0,1,30/12/2025,5.0,Cao cấp
15.0,147.06,102.0,Thành phố Thủ Đức,Hiệp Bình Chánh,4.0,1,4.4,5.5,0,30/12/2025,5.0,Trung cấp
6.8,68.0,100.0,Thành phố Thủ Đức,Linh Xuân,3.0,0,4.0,2.0,1,27/12/2025,4.0,Bình dân
15.5,151.96,102.0,Thành phố Thủ Đức,Linh Chiểu,3.0,1,6.0,2.0,0,27/12/2025,3.0,Trung cấp
12.3,136.67,90.0,Thành phố Thủ Đức,Phước Long B,5.0,0,3.0,4.0,1,31/12/2025,3.0,VIP
23.9,183.85,130.0,Thành phố Thủ Đức,Bình Thọ,5.0,1,6.7,3.0,0,31/12/2025,4.0,Cao cấp
20.5,102.5,200.0,Thành phố Thủ Đức,Bình Thọ,4.0,0,8.0,2.0,1,26/12/2025,4.0,Cao cấp
10.35,73.93,140.0,Thành phố Thủ Đức,Linh Trung,3.0,0,6.5,1.0,1,26/12/2025,2.0,Trung cấp
9.85,75.77,130.0,Thành phố Thủ Đức,Phước Long A,4.0,0,2.0,2.0,1,29/12/2025,3.0,Trung cấp
5.5,79.71,69.0,Thành phố Thủ Đức,Phước Bình,3.0,0,4.0,2.0,1,28/12/2025,3.0,Trung cấp
18.9,78.75,240.0,Thành phố Thủ Đức,Hiệp Bình Chánh,4.0,0,10.0,3.0,1,24/12/2025,4.0,Trung cấp
5.59,101.64,55.0,Thành phố Thủ Đức,Tăng Nhơn Phú B,2.0,0,5.0,2.0,1,24/12/2025,2.0,Cao cấp
5.5,105.77,52.0,Thành phố Thủ Đức,Long Trường,3.0,0,4.0,3.5,1,24/12/2025,2.0,Cao cấp
17.0,128.79,132.0,Thành phố Thủ Đức,Bình Thọ,3.0,0,7.2,2.0,1,24/12/2025,3.0,Cao cấp
11.5,63.54,181.0,Thành phố Thủ Đức,Hiệp Bình Phước,15.0,0,5.0,4.5,1,24/12/2025,15.0,Bình dân
3.95,98.75,40.0,Thành phố Thủ Đức,Linh Xuân,2.0,0,4.5,2.0,1,24/12/2025,2.0,Cao cấp
6.6,132.0,50.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,4.0,0,4.5,3.0,1,24/12/2025,2.0,Cao cấp
6.5,69.15,94.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,3.0,0,4.0,3.0,1,24/12/2025,3.0,Trung cấp
6.0,115.38,52.0,Thành phố Thủ Đức,Phú Hữu,4.0,0,4.0,3.0,1,24/12/2025,4.0,Cao cấp
8.6,56.95,151.0,Thành phố Thủ Đức,Linh Chiểu,6.0,0,8.6,1.0,1,24/12/2025,6.0,Bình dân
9.1,73.39,124.0,Thành phố Thủ Đức,Tăng Nhơn Phú B,2.0,0,4.8,1.0,1,24/12/2025,2.0,Trung cấp
3.8,52.05,73.0,Thành phố Thủ Đức,Long Trường,1.0,0,5.0,1.0,1,24/12/2025,1.0,Bình dân
9.0,85.71,105.0,Thành phố Thủ Đức,Cát Lái,2.0,1,5.0,1.0,0,24/12/2025,1.0,Bình dân
7.3,93.59,78.0,Thành phố Thủ Đức,Phước Bình,4.0,0,4.0,3.0,1,24/12/2025,3.0,Cao cấp
5.19,96.11,54.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,3.0,0,4.2,2.0,1,24/12/2025,2.0,Cao cấp
6.6,61.68,107.0,Thành phố Thủ Đức,Linh Trung,2.0,0,6.5,4.0,1,24/12/2025,1.0,Bình dân
7.05,71.94,98.0,Thành phố Thủ Đức,Phước Long B,3.0,0,6.0,2.0,1,24/12/2025,2.0,Trung cấp
8.7,96.67,90.0,Thành phố Thủ Đức,Hiệp Bình Chánh,3.0,0,5.0,3.0,1,24/12/2025,3.0,Cao cấp
6.9,67.78,101.8,Thành phố Thủ Đức,Phước Long B,3.0,0,6.0,1.0,1,24/12/2025,2.0,Bình dân
6.5,92.86,70.0,Thành phố Thủ Đức,Linh Trung,3.0,0,6.5,3.5,1,24/12/2025,3.0,Cao cấp
6.9,71.88,96.0,Thành phố Thủ Đức,Hiệp Phú,2.0,0,6.0,1.0,1,24/12/2025,2.0,Trung cấp
9.1,97.85,93.0,Thành phố Thủ Đức,Hiệp Phú,4.0,0,5.7,2.0,1,24/12/2025,3.0,Cao cấp
63.0,183.14,344.0,Thành phố Thủ Đức,Tăng Nhơn Phú B,6.0,1,8.0,2.0,0,17/12/2025,4.0,Cao cấp
14.0,145.83,96.0,Thành phố Thủ Đức,Bình An,2.0,0,5.0,1.0,1,17/12/2025,1.0,VIP
6.1,59.8,102.0,Thành phố Thủ Đức,Hiệp Bình Chánh,5.0,0,4.3,2.0,1,17/12/2025,5.0,Bình dân
8.9,104.71,85.0,Thành phố Thủ Đức,Phước Long A,3.0,0,5.0,2.0,1,17/12/2025,2.0,Cao cấp
5.9,74.68,79.0,Thành phố Thủ Đức,Thạnh Mỹ Lợi,3.0,0,5.4,2.0,1,17/12/2025,2.0,Trung cấp
6.8,100.0,68.0,Thành phố Thủ Đức,Hiệp Bình Chánh,3.0,0,2.0,3.0,1,17/12/2025,2.0,Cao cấp
7.29,72.9,100.0,Thành phố Thủ Đức,Phước Long B,4.0,0,5.0,2.0,1,17/12/2025,3.0,Trung cấp
6.1,63.54,96.0,Thành phố Thủ Đức,Hiệp Bình Chánh,2.0,0,4.0,2.0,1,17/12/2025,2.0,Bình dân
6.4,98.46,65.0,Thành phố Thủ Đức,Phước Long A,2.0,0,4.2,2.0,1,10/12/2025,2.0,Cao cấp
6.6,77.65,85.0,Thành phố Thủ Đức,Phước Long A,6.0,0,4.7,3.0,1,10/12/2025,5.0,Trung cấp
8.7,102.35,85.0,Thành phố Thủ Đức,Phước Long B,5.0,1,4.0,1.0,0,10/12/2025,3.0,Trung cấp
5.8,100.0,58.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,4.0,0,4.0,3.0,1,17/12/2025,3.0,Cao cấp
5.8,81.69,71.0,Thành phố Thủ Đức,Bình Chiểu,3.0,0,4.2,3.0,1,17/12/2025,3.0,Trung cấp
3.4,32.69,104.0,Thành phố Thủ Đức,Tam Bình,3.0,0,6.0,1.0,1,17/12/2025,2.0,Bình dân
5.6,60.22,93.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,2.0,0,2.0,1.0,1,10/12/2025,2.0,Bình dân
8.6,153.57,56.0,Thành phố Thủ Đức,Hiệp Phú,3.0,0,4.0,3.0,1,10/12/2025,2.0,VIP
10.2,75.56,135.0,Thành phố Thủ Đức,Bình Trưng Tây,3.0,0,5.0,1.0,1,10/12/2025,2.0,Trung cấp
8.05,118.38,68.0,Thành phố Thủ Đức,Linh Đông,4.0,0,5.8,4.0,1,17/12/2025,4.0,Cao cấp
6.0,105.26,57.0,Thành phố Thủ Đức,Cát Lái,6.0,0,7.0,3.0,1,17/12/2025,5.0,Cao cấp
8.6,107.5,80.0,Thành phố Thủ Đức,Phước Bình,5.0,0,4.0,4.0,1,17/12/2025,4.0,Cao cấp
6.2,31.0,200.0,Thành phố Thủ Đức,Linh Xuân,4.0,0,4.0,3.5,1,10/12/2025,3.0,Bình dân
8.6,68.8,125.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,3.0,0,5.0,3.0,1,10/12/2025,4.0,Trung cấp
7.4,142.31,52.0,Thành phố Thủ Đức,Linh Đông,6.0,0,5.8,4.0,1,10/12/2025,6.0,VIP
4.6,92.0,50.0,Thành phố Thủ Đức,Tam Bình,4.0,0,8.0,4.0,1,10/12/2025,3.0,Cao cấp
8.9,80.91,110.0,Thành phố Thủ Đức,Phước Long A,2.0,0,6.2,2.0,1,10/12/2025,1.0,Trung cấp
55.0,65.48,840.0,Thành phố Thủ Đức,Hiệp Bình Phước,6.0,1,26.0,4.0,0,10/12/2025,6.0,Bình dân
7.0,100.0,70.0,Thành phố Thủ Đức,Bình Trưng Đông,4.0,0,4.0,1.0,1,10/12/2025,4.0,Cao cấp
12.8,76.19,168.0,Thành phố Thủ Đức,Trường Thọ,8.0,0,4.0,4.0,1,10/12/2025,8.0,Trung cấp
15.7,29.51,532.0,Thành phố Thủ Đức,Linh Đông,19.0,0,19.0,1.0,1,10/12/2025,19.0,Bình dân
10.0,83.33,120.0,Thành phố Thủ Đức,Hiệp Phú,3.0,1,5.0,1.0,0,10/12/2025,3.0,Bình dân
6.1,89.71,68.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,3.0,0,4.5,2.0,1,10/12/2025,2.0,Cao cấp
52.0,123.81,420.0,Thành phố Thủ Đức,Hiệp Bình Phước,3.0,1,12.0,1.0,0,10/12/2025,3.0,Trung cấp
7.9,123.44,64.0,Thành phố Thủ Đức,Trường Thọ,4.0,0,4.0,4.0,1,10/12/2025,3.0,Cao cấp
6.5,100.0,65.0,Thành phố Thủ Đức,Linh Tây,4.0,1,5.6,2.0,0,6/3/2025,3.0,Bình dân
10.0,38.46,260.0,Thành phố Thủ Đức,Linh Chiểu,17.0,0,8.0,1.0,1,28/03/2025,17.0,Bình dân
6.55,99.24,66.0,Thành phố Thủ Đức,Linh Tây,4.0,1,5.6,2.0,0,18/03/2025,3.0,Bình dân
5.9,84.29,70.0,Thành phố Thủ Đức,Phước Long B,2.0,1,4.2,1.0,0,2/3/2025,1.0,Bình dân
5.8,72.5,80.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,2.0,0,5.0,1.0,1,5/3/2025,2.0,Trung cấp
8.6,86.0,100.0,Thành phố Thủ Đức,Long Trường,3.0,1,5.0,2.0,0,11/3/2025,2.0,Bình dân
6.4,123.08,52.0,Thành phố Thủ Đức,Linh Đông,4.0,0,4.0,4.0,1,28/03/2025,3.0,Cao cấp
3.65,66.36,55.0,Thành phố Thủ Đức,Linh Đông,2.0,0,9.0,1.5,1,29/03/2025,2.0,Bình dân
8.1,67.5,120.0,Thành phố Thủ Đức,Linh Xuân,6.0,0,8.0,2.0,1,21/03/2025,5.0,Bình dân
24.0,160.0,150.0,Thành phố Thủ Đức,Tăng Nhơn Phú B,2.0,1,5.0,1.0,0,30/03/2025,1.0,Trung cấp
6.99,86.3,81.0,Thành phố Thủ Đức,Tam Bình,4.0,1,5.2,4.0,0,14/03/2025,3.0,Bình dân
4.5,48.91,92.0,Thành phố Thủ Đức,Linh Xuân,2.0,0,5.1,2.0,1,17/03/2025,2.0,Bình dân
4.4,48.89,90.0,Thành phố Thủ Đức,Linh Xuân,2.0,1,5.0,2.0,0,4/3/2025,2.0,Bình dân
6.8,61.82,110.0,Thành phố Thủ Đức,Phước Long B,3.0,0,5.0,1.0,1,24/03/2025,3.0,Bình dân
2.6,22.03,118.0,Thành phố Thủ Đức,Thảo Điền,5.0,0,4.6,5.0,1,28/03/2025,5.0,Bình dân
18.0,75.0,240.0,Thành phố Thủ Đức,Hiệp Bình Chánh,3.0,1,3.0,3.0,0,11/3/2025,4.0,Bình dân
9.7,88.18,110.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,2.0,1,4.6,1.0,0,24/03/2025,1.0,Bình dân
7.0,87.5,80.0,Thành phố Thủ Đức,Tam Bình,4.0,0,8.0,4.0,1,4/3/2025,5.0,Cao cấp
4.85,127.63,38.0,Thành phố Thủ Đức,Bình Thọ,2.0,0,4.2,2.0,1,28/03/2025,1.0,Cao cấp
5.0,64.1,78.0,Thành phố Thủ Đức,Linh Tây,2.0,0,8.3,1.0,1,27/03/2025,1.0,Bình dân
8.0,76.19,105.0,Thành phố Thủ Đức,Long Thạnh Mỹ,4.0,1,7.0,3.0,0,28/03/2025,4.0,Bình dân
7.8,123.81,63.0,Thành phố Thủ Đức,Hiệp Bình Phước,3.0,0,4.5,3.5,1,23/03/2025,3.0,Cao cấp
7.1,88.75,80.0,Thành phố Thủ Đức,Tăng Nhơn Phú B,3.0,0,5.6,3.0,1,26/03/2025,3.0,Cao cấp
5.2,86.67,60.0,Thành phố Thủ Đức,Tăng Nhơn Phú B,4.0,0,5.0,3.0,1,15/03/2025,4.0,Cao cấp
6.5,92.86,70.0,Thành phố Thủ Đức,Tăng Nhơn Phú B,4.0,0,7.0,4.0,1,18/03/2025,4.0,Cao cấp
6.5,76.47,85.0,Thành phố Thủ Đức,Linh Đông,3.0,1,4.1,3.5,0,3/3/2025,3.0,Bình dân
11.0,69.18,159.0,Thành phố Thủ Đức,Linh Xuân,7.0,1,6.8,3.5,0,7/3/2025,8.0,Bình dân
12.0,142.86,84.0,Thành phố Thủ Đức,Linh Đông,5.0,1,4.0,3.0,0,29/03/2025,3.0,Trung cấp
75.0,111.61,672.0,Thành phố Thủ Đức,Hiệp Bình Chánh,6.0,1,10.0,2.0,0,15/03/2025,6.0,Trung cấp
4.8,67.61,71.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,2.0,0,4.0,1.0,1,15/03/2025,1.0,Bình dân
6.5,65.0,100.0,Thành phố Thủ Đức,Phước Long B,4.0,0,5.0,2.0,1,3/3/2025,3.0,Bình dân
17.0,70.83,240.0,Thành phố Thủ Đức,Phước Long A,3.0,1,8.0,1.0,0,30/03/2025,3.0,Bình dân
7.2,100.0,72.0,Thành phố Thủ Đức,Tăng Nhơn Phú B,3.0,0,6.0,3.0,1,13/03/2025,3.0,Cao cấp
11.0,41.04,268.0,Thành phố Thủ Đức,Phú Hữu,5.0,1,14.0,3.0,0,2/3/2025,5.0,Bình dân
10.5,39.92,263.0,Thành phố Thủ Đức,Phú Hữu,4.0,0,13.8,3.0,1,21/03/2025,5.0,Bình dân
10.5,39.62,265.0,Thành phố Thủ Đức,Phú Hữu,4.0,1,13.8,3.0,0,21/03/2025,5.0,Bình dân
7.2,72.0,100.0,Thành phố Thủ Đức,Phước Long A,1.0,0,5.0,6.0,1,12/3/2025,2.0,Trung cấp
7.3,66.36,110.0,Thành phố Thủ Đức,Phước Long A,5.0,0,5.2,3.5,1,21/03/2025,4.0,Bình dân
22.5,93.75,240.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,2.0,1,11.0,1.0,0,9/3/2025,2.0,Bình dân
4.7,78.33,60.0,Thành phố Thủ Đức,Linh Đông,2.0,0,5.0,1.0,1,16/03/2025,1.0,Trung cấp
13.0,108.33,120.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,3.0,1,5.5,3.0,0,1/3/2025,4.0,Trung cấp
8.3,116.9,71.0,Thành phố Thủ Đức,Linh Trung,3.0,0,4.0,3.0,1,21/03/2025,4.0,Cao cấp
6.95,68.27,101.8,Thành phố Thủ Đức,Phước Long B,3.0,0,6.0,1.0,1,3/3/2025,2.0,Bình dân
9.9,126.92,78.0,Thành phố Thủ Đức,Hiệp Bình Chánh,4.0,1,4.3,5.0,0,13/03/2025,3.0,Trung cấp
15.0,107.14,140.0,Thành phố Thủ Đức,Phước Long B,4.0,1,4.0,2.0,0,19/03/2025,3.0,Trung cấp
4.85,63.82,76.0,Thành phố Thủ Đức,Trường Thọ,3.0,0,5.2,2.0,1,13/03/2025,3.0,Bình dân
6.7,67.0,100.0,Thành phố Thủ Đức,Tăng Nhơn Phú A,3.0,0,5.0,3.0,1,3/12/2025,4.0,Bình dân
6.7,25.77,260.0,Thành phố Thủ Đức,Linh Xuân,8.0,0,7.5,2.0,1,27/03/2025,8.0,Bình dân
4.4,66.67,66.0,Thành phố Thủ Đức,Phước Long A,2.0,0,4.5,2.0,1,15/03/2025,2.0,Bình dân
2.8,68.29,41.0,Thành phố Thủ Đức,Phước Long B,3.0,0,4.0,3.0,1,18/03/2025,2.0,Bình dân
5.6,74.67,75.0,Thành phố Thủ Đức,Hiệp Phú,4.0,0,5.0,3.0,1,10/12/2025,4.0,Trung cấp
8.5,94.44,90.0,Thành phố Thủ Đức,Tam Bình,4.0,0,5.0,4.0,1,10/12/2025,3.0,Cao cấp
3.05,67.78,45.0,Thành phố Thủ Đức,Linh Tây,2.0,0,4.0,1.0,1,10/12/2025,3.0,Bình dân
7.4,80.43,92.0,Thành phố Thủ Đức,Hiệp Bình Phước,4.0,1,4.0,1.0,0,3/12/2025,3.0,Bình dân
2.75,68.75,40.0,Thành phố Thủ Đức,Phước Long B,3.0,0,4.0,3.0,1,11/3/2025,2.0,Bình dân
6.5,91.55,71.0,Thành phố Thủ Đức,Linh Xuân,6.0,0,4.2,4.0,1,1/3/2025,6.0,Cao cấp
6.5,91.55,71.0,Thành phố Thủ Đức,Linh Xuân,6.0,0,4.2,4.0,1,7/3/2025,6.0,Cao cấp
6.68,128.46,52.0,Thành phố Thủ Đức,Linh Đông,4.0,0,4.5,4.0,1,10/12/2025,3.0,Cao cấp
