Price_Billion,Price_Per_m2,Area_m2,District,Ward,Bedrooms,Is_MatTien,Width_m,Floors,Is Hem,Post Time,Toilets,Segment
7.1,44.65,159.0,Quận 12,Tân Chánh Hiệp,1.0,1,9.8,1.0,0,10/12/2025,1.0,Bình dân
4.48,81.45,55.0,Quận 12,An Phú Đông,3.0,0,5.0,1.0,1,10/12/2025,3.0,Cao cấp
15.0,36.86,407.0,Quận 12,Thạnh Xuân,4.0,1,5.5,4.0,0,10/12/2025,4.0,Bình dân
14.95,93.44,160.0,Quận 12,Hiệp Thành,6.0,1,10.0,4.5,0,10/12/2025,6.0,Cao cấp
3.4,70.83,48.0,Quận 12,Trung Mỹ Tây,2.0,0,4.0,1.0,1,10/12/2025,1.0,Cao cấp
4.5,128.57,35.0,Quận 12,Hiệp Thành,4.0,0,17.0,3.5,1,10/12/2025,3.0,VIP
7.5,66.96,112.0,Quận 12,Tân Chánh Hiệp,1.0,1,4.0,1.0,0,10/12/2025,1.0,Trung cấp
4.9,102.08,48.0,Quận 12,Tân Thới Hiệp,3.0,0,4.0,3.0,1,26/03/2025,4.0,VIP
5.2,83.87,62.0,Quận 12,Tân Chánh Hiệp,3.0,0,4.0,1.0,1,25/03/2025,4.0,Cao cấp
4.89,94.04,52.0,Quận 12,Tân Thới Hiệp,4.0,1,4.0,3.5,0,28/03/2025,3.0,Cao cấp
7.0,70.0,100.0,Quận 12,Tân Thới Hiệp,1.0,1,5.0,1.0,0,29/03/2025,1.0,Trung cấp
6.9,60.0,115.0,Quận 12,Thới An,4.0,1,5.2,2.0,0,19/03/2025,4.0,Bình dân
14.9,93.12,160.0,Quận 12,Trung Mỹ Tây,8.0,1,8.0,3.0,0,11/3/2025,7.0,Cao cấp
10.5,58.33,180.0,Quận 12,Trung Mỹ Tây,4.0,1,22.0,2.0,0,17/03/2025,2.0,Bình dân
5.75,95.83,60.0,Quận 12,Hiệp Thành,4.0,0,9.0,5.0,1,26/03/2025,5.0,Cao cấp
5.2,86.67,60.0,Quận 12,Hiệp Thành,4.0,0,3.75,1.0,1,21/03/2025,3.0,Cao cấp
11.98,59.9,200.0,Quận 12,Hiệp Thành,4.0,1,4.0,2.0,0,25/03/2025,3.0,Bình dân
5.6,88.89,63.0,Quận 12,Trung Mỹ Tây,3.0,1,10.0,1.0,0,22/03/2025,2.0,Cao cấp
5.9,111.32,53.0,Quận 12,Hiệp Thành,4.0,1,20.0,1.0,0,4/3/2025,3.0,Cao cấp
4.999,49.5,101.0,Quận 12,Hiệp Thành,2.0,1,6.0,1.0,0,16/03/2025,1.0,Bình dân
6.49,98.33,66.0,Quận 12,Thới An,4.0,1,4.0,5.0,0,7/3/2025,5.0,Cao cấp
6.1,76.25,80.0,Quận 12,Tân Chánh Hiệp,4.0,1,4.0,3.0,0,17/03/2025,4.0,Trung cấp
8.29,107.66,77.0,Quận 12,Tân Chánh Hiệp,4.0,1,25.0,5.0,0,18/03/2025,5.0,Cao cấp
5.9,81.94,72.0,Quận 12,Tân Chánh Hiệp,4.0,1,4.0,3.5,0,30/03/2025,5.0,Trung cấp
6.5,118.18,55.0,Quận 12,Thạnh Lộc,4.0,0,4.6,5.0,1,20/03/2025,5.0,VIP
6.5,116.07,56.0,Quận 12,Thới An,4.0,1,4.0,4.0,0,15/03/2025,5.0,Cao cấp
6.85,100.74,68.0,Quận 12,Thạnh Xuân,4.0,0,4.5,5.0,1,18/03/2025,5.0,VIP
37.0,63.79,580.0,Quận 12,An Phú Đông,3.0,1,12.0,2.0,0,9/3/2025,3.0,Bình dân
5.6,82.35,68.0,Quận 12,Thạnh Xuân,4.0,1,4.0,3.0,0,29/03/2025,5.0,Trung cấp
3.86,128.67,30.0,Quận 12,Trung Mỹ Tây,2.0,0,4.0,2.0,1,2/3/2025,2.0,VIP
5.5,68.75,80.0,Quận 12,Tân Chánh Hiệp,1.0,1,4.0,1.0,0,2/3/2025,1.0,Trung cấp
4.4,107.32,41.0,Quận 12,Thới An,3.0,0,4.0,3.5,1,2/3/2025,3.0,VIP
12.5,62.5,200.0,Quận 12,Hiệp Thành,4.0,1,4.0,2.0,0,8/3/2025,3.0,Bình dân
3.3,54.1,61.0,Quận 12,Đông Hưng Thuận,2.0,0,4.5,1.0,1,29/03/2025,1.0,Bình dân
4.75,51.08,93.0,Quận 12,Tân Chánh Hiệp,5.0,0,4.2,4.0,1,16/03/2025,5.0,Bình dân
5.5,80.88,68.0,Quận 12,Thạnh Lộc,6.0,0,4.0,4.0,1,6/3/2025,5.0,Cao cấp
3.55,63.39,56.0,Quận 12,Hiệp Thành,2.0,0,4.0,1.0,1,30/03/2025,2.0,Trung cấp
2.9,67.44,43.0,Quận 12,Tân Thới Hiệp,3.0,0,4.5,2.0,1,15/03/2025,2.0,Trung cấp
7.45,103.47,72.0,Quận 12,Thới An,4.0,1,10.0,5.0,0,29/03/2025,4.0,Cao cấp
4.3,66.15,65.0,Quận 12,Trung Mỹ Tây,2.0,0,4.0,1.0,1,20/03/2025,1.0,Trung cấp
2.7,58.95,45.8,Quận 12,Tân Thới Hiệp,2.0,0,4.0,2.0,1,31/03/2025,2.0,Trung cấp
6.95,57.92,120.0,Quận 12,Hiệp Thành,2.0,1,5.0,1.0,0,12/3/2025,1.0,Bình dân
5.5,80.88,68.0,Quận 12,Thạnh Lộc,6.0,0,4.0,5.0,1,31/03/2025,5.0,Cao cấp
5.25,65.62,80.0,Quận 12,Tân Chánh Hiệp,2.0,1,4.0,1.0,0,26/03/2025,1.0,Trung cấp
3.2,64.0,50.0,Quận 12,Tân Thới Hiệp,1.0,0,5.0,1.0,1,1/3/2025,1.0,Trung cấp
11.9,74.38,160.0,Quận 12,Tân Chánh Hiệp,8.0,1,8.0,3.5,0,2/3/2025,8.0,Trung cấp
2.65,56.38,47.0,Quận 12,Hiệp Thành,3.0,1,3.5,2.0,0,31/03/2025,2.0,Bình dân
13.7,33.41,410.0,Quận 12,An Phú Đông,19.0,1,25.0,1.0,0,13/03/2025,19.0,Bình dân
2.19,45.62,48.0,Quận 12,Hiệp Thành,3.0,0,3.6,2.5,1,10/3/2025,3.0,Bình dân
3.8,69.09,55.0,Quận 12,Hiệp Thành,2.0,0,4.0,1.0,1,3/12/2025,1.0,Trung cấp
6.49,95.44,68.0,Quận 12,Thạnh Xuân,4.0,1,4.0,5.0,0,3/3/2025,5.0,Cao cấp
27.5,83.33,330.0,Quận 12,Thạnh Lộc,5.0,1,11.2,3.0,0,26/03/2025,4.0,Trung cấp
4.25,74.56,57.0,Quận 12,Tân Chánh Hiệp,2.0,1,4.0,2.0,0,10/12/2025,2.0,Trung cấp
4.42,42.1,105.0,Quận 12,Trung Mỹ Tây,4.0,0,4.0,2.0,1,9/3/2025,4.0,Bình dân
4.99,83.17,60.0,Quận 12,Đông Hưng Thuận,1.0,0,4.0,1.0,1,10/12/2025,1.0,Cao cấp
20.0,109.89,182.0,Quận 12,Tân Chánh Hiệp,16.0,1,5.4,7.0,0,10/12/2025,16.0,Cao cấp
16.79,121.67,138.0,Quận 12,Thới An,4.0,1,5.5,5.0,0,10/12/2025,4.0,VIP
28.5,38.15,747.0,Quận 12,Thạnh Xuân,1.0,1,19.5,1.0,0,10/12/2025,1.0,Bình dân
12.5,142.05,88.0,Quận 12,Trung Mỹ Tây,6.0,1,4.0,6.0,0,10/12/2025,6.0,VIP
7.5,58.59,128.0,Quận 12,Tân Chánh Hiệp,2.0,1,4.0,1.0,0,16/03/2025,1.0,Bình dân
3.69,56.77,65.0,Quận 12,Hiệp Thành,3.0,0,4.5,2.0,1,28/03/2025,2.0,Trung cấp
4.99,42.65,117.0,Quận 12,Tân Thới Hiệp,1.0,0,6.6,1.0,1,30/03/2025,1.0,Bình dân
3.4,85.0,40.0,Quận 12,Trung Mỹ Tây,2.0,0,4.0,2.0,1,16/03/2025,2.0,Cao cấp
3.0,30.0,100.0,Quận 12,Tân Thới Nhất,3.0,0,4.0,2.0,1,4/3/2025,4.0,Bình dân
7.0,53.85,130.0,Quận 12,Hiệp Thành,1.0,1,6.2,1.0,0,7/3/2025,1.0,Bình dân
5.65,68.9,82.0,Quận 12,Thới An,4.0,1,6.0,3.5,0,30/03/2025,5.0,Trung cấp
9.5,57.58,165.0,Quận 12,Tân Thới Hiệp,3.0,1,4.1,1.0,0,24/03/2025,2.0,Bình dân
2.75,59.78,46.0,Quận 12,Hiệp Thành,2.0,0,4.0,2.0,1,25/03/2025,2.0,Trung cấp
5.1,57.95,88.0,Quận 12,Tân Chánh Hiệp,5.0,0,4.2,4.0,1,26/03/2025,4.0,Trung cấp
5.0,78.12,64.0,Quận 12,Hiệp Thành,4.0,0,4.0,3.0,1,24/03/2025,4.0,Cao cấp
9.5,57.58,165.0,Quận 12,Tân Thới Hiệp,2.0,1,4.1,1.0,0,24/03/2025,2.0,Bình dân
7.45,98.03,76.0,Quận 12,Thới An,4.0,1,4.0,5.0,0,25/03/2025,6.0,Cao cấp
5.6,56.0,100.0,Quận 12,Thới An,5.0,1,20.0,2.0,0,12/3/2025,5.0,Bình dân
4.4,41.9,105.0,Quận 12,Trung Mỹ Tây,3.0,1,4.0,2.5,0,9/3/2025,3.0,Bình dân
1.69,24.14,70.0,Quận 12,Tân Thới Hiệp,3.0,0,5.0,1.0,1,30/03/2025,3.0,Bình dân
5.2,81.25,64.0,Quận 12,Hiệp Thành,3.0,1,4.0,1.0,0,9/3/2025,3.0,Trung cấp
5.5,62.5,88.0,Quận 12,Tân Chánh Hiệp,5.0,0,4.2,4.0,1,9/3/2025,4.0,Trung cấp
5.3,53.0,100.0,Quận 12,Hiệp Thành,4.0,1,5.0,2.0,0,19/03/2025,3.0,Bình dân
15.5,82.01,189.0,Quận 12,Tân Thới Hiệp,2.0,1,8.0,1.0,0,2/3/2025,3.0,Trung cấp
14.5,82.39,176.0,Quận 12,Đông Hưng Thuận,2.0,1,8.0,1.0,0,4/3/2025,1.0,Trung cấp
5.7,79.17,72.0,Quận 12,Trung Mỹ Tây,5.0,1,5.0,4.5,0,2/3/2025,5.0,Trung cấp
4.95,82.5,60.0,Quận 12,Tân Thới Hiệp,3.0,0,4.0,3.0,1,13/03/2025,2.0,Cao cấp
2.65,60.23,44.0,Quận 12,Hiệp Thành,2.0,0,4.4,1.0,1,12/3/2025,1.0,Trung cấp
5.2,69.33,75.0,Quận 12,Tân Thới Nhất,4.0,0,5.0,3.0,1,20/03/2025,3.0,Trung cấp
3.6,43.37,83.0,Quận 12,Tân Chánh Hiệp,2.0,1,6.0,1.0,0,22/03/2025,1.0,Bình dân
5.3,76.81,69.0,Quận 12,Tân Chánh Hiệp,3.0,0,3.0,3.0,1,25/03/2025,3.0,Cao cấp
2.95,71.95,41.0,Quận 12,Hiệp Thành,2.0,0,4.5,2.0,1,31/03/2025,2.0,Cao cấp
3.35,83.75,40.0,Quận 12,Hiệp Thành,2.0,0,5.0,2.0,1,4/3/2025,2.0,Cao cấp
4.89,88.91,55.0,Quận 12,Hiệp Thành,3.0,0,4.0,3.0,1,13/03/2025,3.0,Cao cấp
5.4,96.43,56.0,Quận 12,Tân Thới Hiệp,4.0,0,4.0,3.0,1,12/3/2025,3.0,Cao cấp
4.95,66.0,75.0,Quận 12,Hiệp Thành,4.0,1,6.0,2.0,0,13/03/2025,3.0,Trung cấp
3.9,76.47,51.0,Quận 12,Tân Thới Hiệp,2.0,0,5.0,2.0,1,13/03/2025,2.0,Cao cấp
2.0,31.25,64.0,Quận 12,Tân Chánh Hiệp,2.0,0,6.0,1.0,1,17/03/2025,2.0,Bình dân
16.0,49.08,326.0,Quận 12,Hiệp Thành,5.0,0,13.0,4.0,1,12/3/2025,5.0,Bình dân
4.25,81.73,52.0,Quận 12,Tân Chánh Hiệp,3.0,1,4.0,3.0,0,20/03/2025,2.0,Trung cấp
5.95,74.38,80.0,Quận 12,Hiệp Thành,1.0,1,4.0,1.0,0,28/03/2025,1.0,Trung cấp
27.0,108.43,249.0,Quận 12,Hiệp Thành,6.0,1,9.0,2.0,0,13/03/2025,6.0,Cao cấp
5.0,60.24,83.0,Quận 12,Hiệp Thành,2.0,0,9.0,1.0,1,23/03/2025,2.0,Trung cấp
3.7,75.51,49.0,Quận 12,Đông Hưng Thuận,2.0,0,4.4,2.0,1,18/02/2025,2.0,Cao cấp
5.6,116.67,48.0,Quận 12,Tân Thới Hiệp,4.0,0,4.0,5.0,1,2/3/2025,4.0,VIP
7.5,85.23,88.0,Quận 12,Tân Chánh Hiệp,4.0,0,5.5,4.0,1,28/02/2025,5.0,Cao cấp
12.5,104.17,120.0,Quận 12,Thới An,4.0,1,4.0,4.0,0,3/2/2025,4.0,Cao cấp
3.8,73.08,52.0,Quận 12,Tân Thới Hiệp,2.0,0,30.0,2.0,1,27/02/2025,1.0,Cao cấp
4.35,51.18,85.0,Quận 12,Hiệp Thành,2.0,0,5.0,1.5,1,10/2/2025,1.0,Bình dân
3.65,91.25,40.0,Quận 12,Trung Mỹ Tây,2.0,0,4.0,2.0,1,21/02/2025,2.0,Cao cấp
10.99,90.08,122.0,Quận 12,Hiệp Thành,2.0,1,4.85,1.0,0,6/2/2025,1.0,Cao cấp
3.6,49.32,73.0,Quận 12,Hiệp Thành,4.0,0,4.0,2.0,1,25/02/2025,2.0,Bình dân
3.4,85.0,40.0,Quận 12,Tân Thới Hiệp,2.0,0,4.0,2.0,1,3/2/2025,2.0,Cao cấp
2.95,57.84,51.0,Quận 12,Tân Hưng Thuận,3.0,0,3.5,1.5,1,10/2/2025,2.0,Trung cấp
5.9,59.0,100.0,Quận 12,Tân Chánh Hiệp,6.0,0,4.0,1.0,1,25/02/2025,6.0,Trung cấp
3.8,50.0,76.0,Quận 12,Đông Hưng Thuận,4.0,0,3.0,2.0,1,18/02/2025,2.0,Bình dân
3.99,58.68,68.0,Quận 12,Tân Thới Hiệp,3.0,0,4.0,2.0,1,21/02/2025,3.0,Trung cấp
5.95,45.77,130.0,Quận 12,Đông Hưng Thuận,5.0,1,5.0,2.5,0,17/02/2025,5.0,Bình dân
3.86,96.5,40.0,Quận 12,Trung Mỹ Tây,2.0,0,4.0,2.0,1,24/02/2025,2.0,Cao cấp
55.0,137.5,400.0,Quận 12,Thạnh Lộc,9.0,1,18.0,6.0,0,15/02/2025,9.0,VIP
7.9,109.72,72.0,Quận 12,Tân Chánh Hiệp,4.0,1,4.0,4.0,0,20/02/2025,5.0,Cao cấp
2.45,87.5,28.0,Quận 12,Thạnh Lộc,2.0,0,4.5,2.0,1,9/2/2025,1.0,Cao cấp
4.49,37.42,120.0,Quận 12,Đông Hưng Thuận,7.0,1,5.0,1.0,0,7/2/2025,7.0,Bình dân
3.09,70.23,44.0,Quận 12,Tân Chánh Hiệp,2.0,0,4.0,2.0,1,17/02/2025,2.0,Trung cấp
6.55,47.81,137.0,Quận 12,Tân Chánh Hiệp,1.0,1,6.0,1.5,0,4/2/2025,1.0,Bình dân
5.6,94.92,59.0,Quận 12,Tân Chánh Hiệp,5.0,0,4.0,3.5,1,8/2/2025,4.0,Cao cấp
7.29,50.98,143.0,Quận 12,Trung Mỹ Tây,4.0,1,5.0,2.5,0,25/02/2025,4.0,Bình dân
7.2,120.0,60.0,Quận 12,Tân Chánh Hiệp,7.0,0,4.0,5.0,1,16/02/2025,7.0,VIP
7.69,87.39,88.0,Quận 12,Thới An,4.0,1,4.0,4.5,0,26/02/2025,5.0,Cao cấp
13.78,106.0,130.0,Quận 12,Hiệp Thành,6.0,1,5.0,4.5,0,1/2/2025,7.0,Cao cấp
6.5,81.25,80.0,Quận 12,Tân Chánh Hiệp,5.0,1,4.0,4.5,0,3/2/2025,5.0,Trung cấp
7.4,102.78,72.0,Quận 12,Tân Chánh Hiệp,3.0,0,4.0,2.0,1,13/02/2025,2.0,VIP
5.79,96.5,60.0,Quận 12,Tân Chánh Hiệp,4.0,1,4.0,4.5,0,11/2/2025,5.0,Cao cấp
39.5,47.36,834.0,Quận 12,An Phú Đông,7.0,1,19.0,3.5,0,12/2/2025,7.0,Bình dân
5.35,47.77,112.0,Quận 12,Đông Hưng Thuận,1.0,1,10.0,1.0,0,23/02/2025,1.0,Bình dân
7.7,48.12,160.0,Quận 12,Tân Chánh Hiệp,1.0,1,8.0,1.0,0,3/2/2025,1.0,Bình dân
5.2,50.98,102.0,Quận 12,Hiệp Thành,2.0,1,10.0,1.0,0,21/02/2025,2.0,Bình dân
5.5,80.88,68.0,Quận 12,Thạnh Lộc,6.0,0,4.0,5.0,1,10/2/2025,5.0,Cao cấp
31.0,110.71,280.0,Quận 12,Thạnh Xuân,3.0,1,10.5,3.0,0,3/2/2025,3.0,Cao cấp
8.5,85.0,100.0,Quận 12,Thới An,2.0,1,4.3,2.0,0,16/02/2025,2.0,Cao cấp
7.7,44.77,172.0,Quận 12,Trung Mỹ Tây,5.0,1,10.0,2.0,0,26/02/2025,4.0,Bình dân
3.09,70.23,44.0,Quận 12,Tân Chánh Hiệp,2.0,0,4.0,2.0,1,2/2/2025,2.0,Trung cấp
1.95,59.09,33.0,Quận 12,Hiệp Thành,3.0,0,3.3,3.0,1,12/2/2025,3.0,Trung cấp
3.4,75.56,45.0,Quận 12,Tân Chánh Hiệp,2.0,0,4.0,2.0,1,14/02/2025,2.0,Cao cấp
15.0,89.29,168.0,Quận 12,Tân Thới Hiệp,1.0,1,6.0,1.0,0,16/02/2025,1.0,Cao cấp
25.0,77.16,324.0,Quận 12,An Phú Đông,1.0,1,8.6,1.0,0,15/01/2025,1.0,Trung cấp
19.99,71.39,280.0,Quận 12,Hiệp Thành,1.0,1,8.0,1.0,0,5/2/2025,1.0,Trung cấp
6.0,107.14,56.0,Quận 12,Thới An,4.0,0,4.0,4.0,1,12/2/2025,4.0,VIP
3.79,72.88,52.0,Quận 12,Trung Mỹ Tây,3.0,0,3.5,3.0,1,20/02/2025,3.0,Cao cấp
3.6,85.71,42.0,Quận 12,Thới An,2.0,0,3.5,2.0,1,28/02/2025,2.0,Cao cấp
37.0,63.79,580.0,Quận 12,An Phú Đông,6.0,1,12.0,2.0,0,16/02/2025,3.0,Bình dân
4.95,41.25,120.0,Quận 12,Tân Thới Hiệp,6.0,1,6.0,4.0,0,16/02/2025,6.0,Bình dân
4.99,28.19,177.0,Quận 12,Thạnh Lộc,4.0,0,6.0,2.0,1,10/1/2025,2.0,Bình dân
4.2,58.33,72.0,Quận 12,Hiệp Thành,4.0,1,4.0,1.0,0,18/01/2025,4.0,Bình dân
2.9,67.44,43.0,Quận 12,Tân Thới Hiệp,3.0,0,4.5,2.0,1,31/01/2025,2.0,Trung cấp
4.5,42.74,105.3,Quận 12,Hiệp Thành,7.0,1,3.9,1.0,0,31/01/2025,7.0,Bình dân
5.8,22.39,259.0,Quận 12,Thạnh Xuân,2.0,1,12.0,1.0,0,31/01/2025,1.0,Bình dân
10.49,104.9,100.0,Quận 12,Tân Thới Hiệp,6.0,1,5.0,6.0,0,12/1/2025,5.0,Cao cấp
6.4,100.0,64.0,Quận 12,Hiệp Thành,4.0,0,4.0,3.0,1,18/01/2025,4.0,Cao cấp
5.65,74.34,76.0,Quận 12,Tân Chánh Hiệp,4.0,1,4.0,4.5,0,19/01/2025,5.0,Trung cấp
7.999,28.27,283.0,Quận 12,Thạnh Xuân,1.0,1,10.0,1.0,0,12/1/2025,1.0,Bình dân
7.3,70.19,104.0,Quận 12,Trung Mỹ Tây,4.0,1,4.0,4.5,0,13/01/2025,4.0,Trung cấp
9.69,67.29,144.0,Quận 12,Trung Mỹ Tây,1.0,0,8.7,1.0,1,11/1/2025,1.0,Trung cấp
16.0,88.89,180.0,Quận 12,Hiệp Thành,7.0,1,5.3,4.5,0,13/01/2025,6.0,Cao cấp
3.42,39.77,86.0,Quận 12,Tân Thới Hiệp,2.0,1,4.0,1.0,0,12/1/2025,2.0,Bình dân
4.2,48.84,86.0,Quận 12,Hiệp Thành,2.0,0,5.0,1.5,1,17/01/2025,2.0,Bình dân
12.99,123.71,105.0,Quận 12,Tân Chánh Hiệp,4.0,1,6.0,6.0,0,30/01/2025,6.0,VIP
4.9,39.2,125.0,Quận 12,Thạnh Xuân,4.0,0,5.1,1.0,1,25/01/2025,2.0,Bình dân
6.3,112.5,56.0,Quận 12,Tân Thới Hiệp,4.0,1,4.0,4.5,0,21/01/2025,3.0,Cao cấp
4.7,73.44,64.0,Quận 12,Đông Hưng Thuận,2.0,1,4.0,2.0,0,12/1/2025,2.0,Trung cấp
19.9,82.92,240.0,Quận 12,Tân Thới Hiệp,8.0,1,4.5,6.0,0,30/01/2025,8.0,Trung cấp
7.5,89.29,84.0,Quận 12,Thạnh Xuân,4.0,1,4.0,3.5,0,4/1/2025,4.0,Cao cấp
6.9,33.99,203.0,Quận 12,Thạnh Xuân,2.0,1,12.0,1.0,0,3/1/2025,1.0,Bình dân
4.98,66.4,75.0,Quận 12,Hiệp Thành,1.0,1,5.0,1.0,0,25/01/2025,1.0,Trung cấp
6.8,85.0,80.0,Quận 12,Hiệp Thành,5.0,0,12.0,4.0,1,1/1/2025,5.0,Cao cấp
42.0,103.7,405.0,Quận 12,Thới An,6.0,1,9.0,7.0,0,12/1/2025,6.0,Cao cấp
24.5,76.56,320.0,Quận 12,Hiệp Thành,2.0,1,8.0,7.5,0,12/1/2025,2.0,Trung cấp
3.4,85.0,40.0,Quận 12,Tân Thới Hiệp,2.0,0,4.0,2.0,1,29/01/2025,2.0,Cao cấp
4.75,79.17,60.0,Quận 12,Thới An,4.0,1,4.0,3.0,0,14/01/2025,5.0,Trung cấp
4.9,66.22,74.0,Quận 12,Hiệp Thành,2.0,0,7.2,2.0,1,7/1/2025,2.0,Trung cấp
10.8,67.5,160.0,Quận 12,Tân Chánh Hiệp,5.0,1,8.0,3.0,0,18/01/2025,4.0,Trung cấp
7.89,109.58,72.0,Quận 12,Tân Chánh Hiệp,4.0,1,4.0,4.5,0,25/01/2025,5.0,Cao cấp
39.0,39.0,1000.0,Quận 12,An Phú Đông,2.0,1,18.0,1.0,0,18/01/2025,2.0,Bình dân
9.49,35.15,270.0,Quận 12,Tân Chánh Hiệp,1.0,1,10.0,1.0,0,2/1/2025,1.0,Bình dân
4.9,63.64,77.0,Quận 12,Hiệp Thành,3.0,0,7.0,2.0,1,19/01/2025,3.0,Trung cấp
4.78,58.29,82.0,Quận 12,Tân Thới Hiệp,3.0,0,6.0,3.5,1,1/1/2025,3.0,Trung cấp
2.9,80.56,36.0,Quận 12,Thạnh Lộc,2.0,0,4.0,2.0,1,23/01/2025,2.0,Cao cấp
5.69,71.12,80.0,Quận 12,Hiệp Thành,4.0,0,4.0,2.0,1,10/1/2025,4.0,Cao cấp
5.0,90.91,55.0,Quận 12,Thạnh Xuân,5.0,1,4.5,4.5,0,15/01/2025,5.0,Cao cấp
25.9,89.31,290.0,Quận 12,Thạnh Xuân,15.0,1,10.0,5.0,0,18/01/2025,15.0,Cao cấp
19.5,81.25,240.0,Quận 12,Đông Hưng Thuận,1.0,1,6.0,1.0,0,22/01/2025,1.0,Trung cấp
7.89,78.9,100.0,Quận 12,Hiệp Thành,4.0,1,4.0,3.5,0,4/1/2025,6.0,Trung cấp
10.99,78.5,140.0,Quận 12,Thới An,4.0,1,7.0,3.0,0,9/1/2025,4.0,Trung cấp
49.0,120.99,405.0,Quận 12,Thới An,3.0,1,4.0,1.0,0,12/1/2025,1.0,VIP
73.0,74.26,983.0,Quận 12,Đông Hưng Thuận,2.0,1,14.0,2.0,0,1/1/2025,2.0,Trung cấp
29.0,138.1,210.0,Quận 12,Hiệp Thành,10.0,1,8.4,7.5,0,13/01/2025,8.0,VIP
3.9,37.5,104.0,Quận 12,Hiệp Thành,4.0,0,4.0,2.0,1,8/1/2025,2.0,Bình dân
4.95,75.0,66.0,Quận 12,Hiệp Thành,4.0,0,6.4,3.5,1,4/1/2025,5.0,Cao cấp
10.6,64.24,165.0,Quận 12,Hiệp Thành,1.0,1,5.0,1.0,0,9/1/2025,1.0,Bình dân
3.4,43.04,79.0,Quận 12,Tân Thới Hiệp,3.0,0,3.4,2.0,1,17/01/2025,2.0,Bình dân
2.3,50.0,46.0,Quận 12,Tân Thới Hiệp,2.0,0,3.5,2.0,1,4/1/2025,2.0,Bình dân
10.0,46.3,216.0,Quận 12,Thạnh Lộc,20.0,0,12.0,1.0,1,12/1/2025,20.0,Bình dân
2.45,87.5,28.0,Quận 12,Thạnh Lộc,2.0,0,4.5,2.0,1,1/1/2025,1.0,Cao cấp
5.59,77.64,72.0,Quận 12,Tân Chánh Hiệp,4.0,0,4.0,4.0,1,15/01/2025,5.0,Cao cấp
6.0,45.11,133.0,Quận 12,Tân Thới Hiệp,2.0,1,7.0,1.0,0,29/01/2025,4.0,Bình dân
7.09,112.54,63.0,Quận 12,Thới An,4.0,0,4.5,5.0,1,4/1/2025,6.0,VIP
9.5,51.35,185.0,Quận 12,Trung Mỹ Tây,7.0,1,7.3,2.0,0,3/1/2025,4.0,Bình dân
2.98,57.31,52.0,Quận 12,Hiệp Thành,2.0,0,4.0,1.0,1,3/1/2025,2.0,Trung cấp
3.95,49.38,80.0,Quận 12,Thới An,2.0,1,4.0,2.0,0,21/01/2025,2.0,Bình dân
18.0,76.6,235.0,Quận 12,Tân Thới Hiệp,1.0,1,7.3,1.0,0,16/01/2025,1.0,Trung cấp
10.0,50.0,200.0,Quận 12,Tân Hưng Thuận,1.0,0,8.0,1.0,1,4/1/2025,1.0,Bình dân
45.0,96.36,467.0,Quận 12,Hiệp Thành,8.0,1,8.5,6.5,0,21/01/2025,8.0,Cao cấp
3.3,64.71,51.0,Quận 12,Thới An,2.0,1,4.0,2.0,0,4/1/2025,1.0,Bình dân
5.48,74.05,74.0,Quận 12,Tân Thới Hiệp,2.0,0,4.0,1.0,1,27/01/2025,2.0,Cao cấp
20.5,106.77,192.0,Quận 12,Hiệp Thành,1.0,1,8.0,1.0,0,26/01/2025,1.0,Cao cấp
2.45,87.5,28.0,Quận 12,Thạnh Lộc,2.0,0,4.5,2.0,1,4/1/2025,1.0,Cao cấp
4.9,40.83,120.0,Quận 12,Thạnh Lộc,3.0,1,2.0,2.0,0,5/1/2025,2.0,Bình dân
3.4,72.34,47.0,Quận 12,Tân Chánh Hiệp,3.0,0,3.4,2.0,1,26/01/2025,2.0,Cao cấp
3.79,75.8,50.0,Quận 12,Trung Mỹ Tây,3.0,0,3.3,3.0,1,31/01/2025,3.0,Cao cấp
6.5,77.38,84.0,Quận 12,Thới An,4.0,1,3.0,3.0,0,23/01/2025,3.0,Trung cấp
5.45,90.83,60.0,Quận 12,Thới An,4.0,1,4.0,4.0,0,5/1/2025,3.0,Cao cấp
9.3,81.58,114.0,Quận 12,Hiệp Thành,1.0,1,6.0,1.0,0,16/01/2025,1.0,Trung cấp
11.79,65.5,180.0,Quận 12,Hiệp Thành,12.0,1,4.0,3.0,0,12/1/2025,10.0,Trung cấp
3.95,27.43,144.0,Quận 12,Tân Thới Hiệp,3.0,0,8.0,4.0,1,21/01/2025,3.0,Bình dân
3.65,53.68,68.0,Quận 12,Tân Chánh Hiệp,2.0,1,4.6,2.0,0,19/01/2025,2.0,Bình dân
4.89,58.21,84.0,Quận 12,Thới An,3.0,0,6.0,2.0,1,16/01/2025,4.0,Trung cấp
3.78,67.5,56.0,Quận 12,Hiệp Thành,2.0,0,4.0,1.0,1,1/1/2025,2.0,Trung cấp
2.2,42.31,52.0,Quận 12,Hiệp Thành,2.0,0,4.0,2.0,1,27/01/2025,1.0,Bình dân
3.4,77.27,44.0,Quận 12,Tân Chánh Hiệp,2.0,0,3.5,2.0,1,7/1/2025,2.0,Cao cấp
2.45,87.5,28.0,Quận 12,Thạnh Lộc,2.0,0,4.5,2.0,1,15/01/2025,1.0,Cao cấp
